@relation breast-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7}

@data
414,-9.18302,-17.981725,-4.577691,-635772.676743,7.224081,-30.262653,3.163848,-13.284357,-6.733293,22.459929,1,cluster6
415,-7.406777,1136.904128,1148.906885,-643660.150426,4.319811,-1173.374873,1153.879993,-9.094406,-11.892065,26.641475,1,cluster2
416,-22.059554,-19.15911,1.428641,-643805.801317,3.913695,-13.337027,13.509354,-11.535807,-10.16524,23.980409,1,cluster6
417,-7.007396,-22.603328,1.900546,-650781.221474,8.615965,-27.508488,0.829232,-3.34318,1.200453,12.027739,1,cluster6
418,6.999148,-4.425354,-4.284256,-650830.722359,1.32114,-22.535556,5.956943,11.825588,13.183512,-10.094805,1,cluster6
419,1.730743,-25.621883,-6.560311,-651681.366633,7.914668,-32.337123,3.047698,2.582093,5.293268,5.786903,1,cluster6
420,-3.912717,144.205663,168.767992,-652665.328007,4.984835,-178.919164,163.11068,-3.241867,-5.13963,7.327401,1,cluster6
421,2.390287,-0.267318,2.723481,-656382.949953,-4.757593,-25.706769,-7.623791,10.841043,-0.507234,1.752801,1,cluster6
422,-15.583002,1727.116062,1714.225341,-659494.771602,8.290239,-1740.435626,1719.770868,-16.35718,-15.099631,23.218333,1,cluster2
423,-6.304184,-30.349792,-5.136942,-662669.334957,9.855122,-31.005103,3.173035,-1.970995,4.158991,17.639721,1,cluster6
424,1.922187,-12.545549,0.714868,-662823.750067,5.963023,-24.831451,1.732539,-1.036818,4.418345,6.572768,1,cluster6
425,1.922187,-12.545549,0.714868,-662825.482118,5.963023,-24.831451,1.732539,-1.036818,4.418345,6.572768,1,cluster6
426,-7.578707,-17.651842,-10.778918,-662981.128847,4.740394,-23.328041,12.043664,3.287435,7.157405,-7.311062,1,cluster6
427,-12.378137,-10.854034,3.653882,-665248.76219,12.343925,-22.132026,-5.939898,-23.025362,-16.129723,25.831219,1,cluster6
428,-8.033839,-17.410086,0.852061,-665291.055064,13.658563,-21.599521,-1.894017,-11.163578,-12.422334,15.691424,1,cluster6
429,-11.530061,192.903608,213.334204,-665314.540575,13.507585,-232.332052,212.372579,-9.574182,-8.943692,22.851085,1,cluster6
430,2.899369,-19.729988,-4.904526,-668915.635584,5.226875,-25.837158,2.278688,3.01856,9.205151,2.409365,1,cluster6
431,-0.156371,-8.889987,-4.237822,-669708.714839,-1.245641,-13.20854,11.115579,16.217411,9.920369,-24.306764,1,cluster6
432,-29.091676,-36.449908,6.91591,-671670.711087,12.558404,-18.336772,0.237426,-9.292847,-10.463489,27.297047,1,cluster6
433,0.662665,-8.647421,3.037315,-672042.453435,4.488387,-19.145468,1.049434,-2.641272,-3.13127,1.997353,1,cluster6
434,6.190469,26.730075,21.763143,-672280.988013,0.209952,-43.19291,29.89717,-1.210609,4.531748,-2.388289,1,cluster6
435,-8.237622,74.081869,87.670715,-674859.820251,3.863728,-96.267106,80.130109,-7.888505,-6.679175,13.704119,1,cluster6
436,-26.119165,403.821289,398.86022,-674872.355435,5.391368,-410.224613,421.265015,-13.725636,-16.073531,17.051959,1,cluster6
437,4.268356,-11.103337,-6.063047,-676738.985346,0.041338,-18.927128,1.836348,8.040604,9.961391,-7.576108,1,cluster6
438,-2.54228,8.908821,15.021643,-679304.639006,6.352601,-25.541314,19.111899,-3.292437,0.681667,5.503226,1,cluster6
439,-17.389295,2.54706,20.390445,-679766.82629,9.098291,-32.326944,20.878734,-14.208211,-12.546266,24.46585,1,cluster6
440,-13.31867,-23.360828,0.990046,-684671.839522,13.797419,-14.912315,2.480106,-15.550051,-9.095329,24.581615,1,cluster6
441,-19.544554,75.544828,102.789773,-685033.811953,14.642666,-114.606605,107.489451,-13.374012,-4.174226,35.213419,1,cluster6
442,-18.504687,-38.913906,-3.224725,-685405.284032,15.506418,-31.382139,2.386261,-9.905261,-3.626089,25.350709,1,cluster6
443,-14.919853,-37.853627,-4.496084,-685534.808462,15.232892,-32.135386,0.982207,-10.131377,-5.271892,21.122554,1,cluster6
444,-14.94789,-37.07279,-4.562077,-685775.075681,14.894022,-32.659865,2.953533,-9.511825,-4.100008,23.088806,1,cluster6
445,-14.985488,-36.287431,-4.62214,-686160.83034,14.557452,-33.182419,4.927059,-8.894606,-2.930697,25.048765,1,cluster6
446,-15.03128,-35.498196,-4.677121,-686976.129463,14.222854,-33.703323,6.902474,-8.27939,-1.763591,27.003331,1,cluster6
447,-1.082416,8.585557,-1.820067,-689455.248358,5.970139,-14.07149,5.385328,-4.481975,2.758567,8.727549,1,cluster6
448,4.286718,617.139966,621.00046,-689978.952329,-0.671883,-619.128414,619.236703,7.462062,1.407148,-9.598944,1,cluster6
449,-21.338979,419.480546,426.343688,-695107.707065,5.560468,-442.487887,438.142304,-15.659431,-2.374945,37.40388,1,cluster6
450,-4.677128,74.810196,91.738811,-695856.278925,5.446494,-101.301311,86.626387,-4.092305,-5.474952,5.554984,1,cluster6
451,-0.073698,-19.428614,-10.794548,-696571.037954,7.739456,-27.928247,5.087579,5.263858,7.570965,4.175383,1,cluster6
452,-3.173455,-4.933896,3.216857,-698275.566212,3.1185,-10.612844,2.657918,-2.438567,-1.31049,5.291455,1,cluster6
453,-16.823974,2592.603711,2603.093257,-698783.819716,2.323299,-2614.582895,2605.645712,-6.179178,-11.529895,-0.121927,1,cluster2
454,-9.840173,1901.747628,1901.150853,-698973.241695,-0.008242,-1893.359036,1898.1298,1.799522,-8.587718,-8.612151,1,cluster2
455,-44.577529,47.667793,64.679408,-699894.756306,-2.398605,-62.295003,81.207181,-14.236735,-19.110454,-17.197268,1,cluster6
456,-6.331744,-7.748964,9.82369,-700475.487027,8.47382,-36.724208,8.297725,-8.309251,-4.22717,18.706811,1,cluster6
457,2.277014,-19.691648,-8.075289,-700806.607753,8.539798,-32.88016,0.646535,-3.368469,-1.169575,11.919322,1,cluster6
458,2.305895,-19.498431,-6.313787,-702877.835315,7.481589,-32.945227,1.856232,-2.712616,0.310631,12.740546,1,cluster6
459,2.201688,-18.681423,-6.331088,-704645.732377,7.16121,-33.454827,3.844756,-2.111414,1.462337,14.655999,1,cluster6
460,-9.291327,-10.1879,9.071631,-705628.427902,9.756744,-27.754583,2.882986,-11.866076,-6.643621,23.753665,1,cluster6
461,4.715994,3.142227,-1.109763,-705680.623056,1.420986,-19.071182,6.60511,7.219177,9.592008,-3.355959,1,cluster6
462,3.071286,7.86587,5.858499,-705708.774973,1.641496,-27.357781,12.761023,6.803295,8.802794,-4.9367,1,cluster6
463,-3.538414,148.07961,168.367096,-705724.911732,6.036681,-178.9563,161.186565,-7.762285,-10.798756,12.360292,1,cluster6
464,-5.67789,-22.834458,-4.010265,-706288.586462,12.123284,-31.471264,7.769729,-0.732848,4.58031,19.622514,1,cluster6
465,1.448844,-20.927285,-4.833009,-707941.537239,7.703324,-32.553028,5.231831,-1.263409,3.033577,14.256814,1,cluster6
466,0.305294,324.073666,323.313818,-711924.480992,0.454617,-324.203568,325.683144,5.33526,2.644392,-3.435983,1,cluster6
467,-3.055269,12.811187,8.344696,-712055.962067,5.12995,-23.885408,13.243337,-0.543805,2.217741,6.248652,1,cluster6
468,-1.833371,-8.226853,3.52637,-714654.949656,4.939138,-31.876788,6.790934,0.064889,2.300729,6.317106,1,cluster6
469,7.212307,-16.950065,-11.399742,-715049.664663,4.360072,-30.4586,2.851559,5.455059,6.084236,0.519235,1,cluster6
470,-37.156877,510.330389,514.238234,-722319.210628,6.150632,-511.399376,526.306586,-15.147537,-21.897874,-9.156024,1,cluster6
471,5.823136,69.206823,68.166094,-729012.860707,2.625822,-100.511461,77.707682,2.249544,2.396296,4.765043,1,cluster6
472,-12.241954,-6.952819,10.037348,-730061.18125,9.33763,-16.165361,11.529299,0.751891,-1.11877,14.290761,1,cluster6
473,-7.777242,255.105158,267.661793,-731203.045965,8.202294,-279.144307,271.677416,-3.780706,-3.046735,16.92228,1,cluster6
474,-9.429201,-17.039982,9.833103,-732811.757446,10.699998,-35.435219,4.491928,-10.107206,-5.535632,20.679652,1,cluster6
475,-0.749649,-26.13814,-4.681129,-733491.885687,9.984196,-34.16606,0.670218,-4.204108,-1.464749,14.383473,1,cluster6
476,4.925557,-2.872407,6.55666,-734173.538096,0.833043,-4.919844,-0.140615,7.743893,3.949483,-11.573543,1,cluster6
477,-0.631938,-25.614129,-3.380925,-734622.779156,8.691292,-34.401185,2.3627,-3.552515,0.140633,15.925619,1,cluster6
478,-12.684648,209.314814,230.204854,-734762.263279,9.300331,-230.6246,214.672587,-20.313029,-20.018679,27.512725,1,cluster6
479,-15.166699,-19.236203,6.49813,-736159.056162,12.13701,-17.310501,6.584589,-9.22773,-7.875,26.280309,1,cluster6
480,-22.681546,58.54684,73.270742,-747464.450102,11.693244,-72.639469,68.488404,-26.964044,-14.969805,36.921541,1,cluster6
481,-10.797055,16.392358,8.169219,-758027.436345,-7.174096,-25.109998,18.06961,-15.180928,5.103779,-4.848329,1,cluster6
482,-37.029103,7.99666,-0.159351,-762714.499652,4.90799,2.89807,19.697587,-16.525078,-16.524654,-33.606337,1,cluster6
483,-3.236402,61.972922,65.867943,-762971.395465,8.342685,-79.35995,69.788217,1.302981,-3.514738,7.615944,1,cluster6
484,-9.156445,1095.48073,1085.338484,-766998.327497,0.589079,-1100.145472,1100.527691,1.070182,-4.923361,2.68308,1,cluster6
485,2.548364,30.501717,42.570702,-767219.326528,-1.724106,-32.967833,35.410196,-3.035395,-0.925099,-6.7772,1,cluster6
486,-3.18896,592.2289,601.555657,-769377.176144,7.170426,-618.311619,601.637107,-5.906118,-0.057948,19.224512,1,cluster6
487,-15.339207,658.179633,678.503572,-777688.606544,4.818227,-686.888952,676.650407,-7.892088,-8.457611,15.991369,1,cluster6
488,-5.519019,-12.100201,7.677717,-778537.555096,1.92156,-11.229654,-2.858673,-6.717615,-6.208431,2.703665,1,cluster6
489,-10.238081,123.909328,136.218643,-778548.582224,5.024572,-142.83411,134.159246,-14.081385,-10.59011,14.172565,1,cluster6
490,-18.388043,405.930454,425.40611,-781334.018937,4.384824,-434.422671,430.933684,-8.796893,-9.311461,15.597152,1,cluster6
491,4.464226,71.17857,73.840792,-782929.747832,-3.512349,-76.899688,70.667429,5.186844,0.822319,-10.476538,1,cluster6
492,-1.194011,4.687413,4.54386,-611013.026994,-0.057261,-2.398442,4.89621,4.971759,1.996894,0.83794,0,cluster0
493,3.471533,6.798938,13.49771,-290984.374464,-2.075676,-0.077107,3.112833,-0.696475,-3.471676,-1.557973,0,cluster4
494,3.434206,29.588979,37.522546,-704131.263558,0.931294,-20.485523,24.590312,-2.79704,-4.457662,-3.481843,0,cluster0
495,1.163686,-0.09053,2.878927,-231387.322748,-6.586572,-1.305659,-0.75723,-1.069689,-4.545613,-4.700539,0,cluster4
496,-4.588549,2.552301,2.80293,-323163.321654,1.504502,-1.708985,10.033816,3.001229,2.248135,-0.675047,0,cluster4
497,2.021435,127.013013,124.958727,-146121.598936,1.997261,-123.785005,120.484028,-0.033815,0.3587,1.614171,0,cluster1
498,5.174419,53.054873,49.893969,-710626.296564,-1.366648,-48.997393,51.401242,-4.800135,4.724318,7.371612,0,cluster0
499,-5.530716,16.369198,16.856499,-245537.723108,0.263432,-19.868343,20.299297,0.67127,1.519019,2.954707,0,cluster4
500,-6.085908,245.983378,248.973896,-203924.241897,3.455396,-242.870464,248.890944,-1.784416,-1.165054,7.224687,0,cluster1
501,2.299035,2.815439,-6.646255,-476375.967914,3.012136,-8.963815,1.885755,-5.135059,2.799706,10.785657,0,cluster4
502,-4.899706,62.412167,60.648725,-704229.6366,6.228258,-62.777279,64.068578,5.264266,2.791394,7.361606,0,cluster0
503,14.491301,23.525174,20.795967,-17655.106482,-4.181448,-38.119765,24.06146,13.887741,7.07308,-11.352206,0,cluster1
504,1.069489,34.907362,40.140216,-206968.348073,1.072558,-31.207561,38.473261,-3.986273,-3.028452,3.217049,0,cluster1
505,1.160185,8.103328,10.285681,-505356.97241,1.370459,-12.59927,14.36979,3.089788,4.48765,-1.274913,0,cluster0
506,-4.000431,14.546768,24.246758,-475899.278556,-1.188766,-11.172351,19.854854,7.243342,1.031167,1.199817,0,cluster4
507,-11.020825,4.230057,6.610749,-745872.716299,-3.128676,-16.596527,23.401905,0.387715,-0.826707,-7.953035,0,cluster0
508,4.171428,105.293781,103.193272,-13550.21716,1.160915,-110.017415,98.863046,1.65975,4.292766,-4.448889,0,cluster1
509,-17.542535,65.520004,61.871566,-502212.290828,-3.105018,-68.106909,82.901968,-5.460841,-6.857353,-4.821801,0,cluster0
510,-2.094468,880.384244,875.18329,-637620.627468,2.886864,-878.08079,873.120518,-4.790635,-6.886594,-5.189042,0,cluster0
511,-2.9692,25.115909,23.170726,-191029.11263,2.343096,-31.281698,28.796204,1.22286,4.268237,8.668886,0,cluster1
512,2.646979,97.041329,92.235814,-170498.785752,1.376205,-98.663387,95.259264,3.963808,0.794552,4.084683,0,cluster1
513,-6.133565,648.252788,648.480491,-503333.438411,-0.571997,-644.44584,650.948119,1.957595,-1.249856,3.194207,0,cluster0
514,3.973937,3.562232,4.961491,-266358.815303,2.502392,-0.488705,0.61542,0.415791,1.746863,1.582615,0,cluster4
515,1.722651,134.849836,125.094287,-167354.01066,-1.084041,-133.870843,127.908915,0.853847,-3.971373,0.795614,0,cluster1
516,0.675085,20.607002,12.328193,-394544.952403,2.306254,-23.420412,24.656006,2.03886,7.003403,10.873772,0,cluster4
517,7.880876,50.492594,47.590737,-525728.441442,-3.453047,-55.830071,49.041708,8.153729,-1.279124,-13.210851,0,cluster0
518,7.542677,42.8812,34.015454,-781718.979079,4.078109,-41.104085,35.417052,-6.521319,0.893727,4.773961,0,cluster0
519,3.05251,667.376356,658.798416,-747714.320688,1.011526,-661.251291,657.95611,-10.609903,-4.150186,1.384155,0,cluster0
520,-1.012153,-0.24339,0.212332,-614531.224804,2.453226,-3.706007,5.2962,0.041949,2.556246,-1.738503,0,cluster0
521,-9.662901,281.793886,268.204829,-242325.391578,-2.95013,-283.082004,293.386609,-3.773545,-5.281488,3.032217,0,cluster4
522,-0.134292,22.838241,16.340255,-240002.784116,-2.226666,-18.748144,31.450476,6.277677,9.182522,13.908771,0,cluster4
523,0.749459,3.800316,0.561668,-588490.049677,4.295105,-1.387756,1.644476,0.031937,-3.385063,-0.64764,0,cluster0
524,8.716167,-0.058952,5.003014,-384856.854328,-4.534551,5.145605,-3.150634,-7.68043,-1.938865,-2.982693,0,cluster4
525,3.065495,4.407287,4.963948,-210895.681725,-0.011395,-2.127319,0.440271,2.532442,0.379286,-0.88487,0,cluster1
526,0.649641,34.642528,31.301749,-625980.766421,1.174696,-36.271681,32.28993,3.522266,-4.436476,-8.372991,0,cluster0
527,2.30207,17.491445,20.253586,-321188.835905,1.301915,-17.504303,15.076359,1.032008,1.972596,0.343915,0,cluster4
528,2.687033,19.45896,17.737231,-313325.326857,0.181011,-16.854043,14.943017,-1.855263,-0.748232,1.060934,0,cluster4
529,-6.945709,24.695211,38.237294,-491918.24205,2.295417,-39.73648,40.591976,14.033182,8.884334,5.158341,0,cluster0
530,-2.74203,23.664584,20.831714,-82252.46986,-2.856003,-24.247448,29.466755,4.475392,3.137192,5.394854,0,cluster1
531,-4.552583,5.745021,3.326437,-756403.170552,2.447318,-5.503291,8.809747,3.964567,1.212363,2.493248,0,cluster0
532,-2.163285,6.488525,8.792937,-689373.82105,-1.71058,-11.088764,12.678246,4.777274,4.751479,-1.390865,0,cluster0
533,2.656812,144.743268,143.074528,-378433.043306,2.685925,-146.979081,139.538293,-2.249826,-0.868824,-1.558144,0,cluster4
534,4.470325,92.937714,91.604124,-235913.527388,4.639012,-89.14119,84.919496,-1.184764,0.150869,3.792802,0,cluster4
535,-17.639206,1174.006363,1172.577137,-106754.885266,7.734866,-1168.710767,1178.032721,-5.230958,-2.93748,4.149137,0,cluster7
536,2.142545,859.122087,854.217484,-548071.818299,1.023178,-848.902562,849.465351,-0.718338,-2.779357,0.071162,0,cluster0
537,1.630858,13.247311,10.364213,-253803.326697,-1.673709,-9.426573,14.828746,5.113219,3.284389,4.442745,0,cluster4
538,-7.323354,1327.921608,1313.434242,-703464.778893,1.479286,-1322.082319,1322.239869,-4.120857,-8.930458,3.360639,0,cluster7
539,0.456361,22.767821,16.848992,-745339.848737,-0.501537,-19.556018,25.306544,-3.545747,-1.784528,2.291468,0,cluster0
540,1.345799,53.536723,57.768275,-681078.350785,4.919022,-46.213023,50.175122,-10.181489,-1.166985,6.151696,0,cluster0
541,2.872713,418.286698,411.094524,-382376.59283,-2.908004,-423.98506,411.88858,0.281401,-1.480858,2.422539,0,cluster4
542,-10.171985,59.143936,63.534154,-567500.265655,-3.826092,-59.168725,71.125042,-6.021561,-3.036552,5.989152,0,cluster0
543,-0.762395,317.246816,316.503983,-134181.857471,-0.919364,-316.681124,318.625001,3.365145,3.492299,4.51838,0,cluster1
544,0.792868,29.094141,18.749611,-251211.373378,0.771627,-34.704732,7.828401,-3.410302,1.671311,11.074361,0,cluster4
545,2.011096,122.581884,116.654069,-771018.574103,-2.27397,-121.272063,121.212184,6.493607,0.744156,-2.461707,0,cluster0
546,-8.193537,137.150517,131.497836,-647963.909205,0.705699,-133.011988,141.632338,-1.607446,-0.264491,2.961695,0,cluster0
547,-5.101512,38.54522,44.560951,-648872.835973,2.703464,-37.535185,41.596631,2.480719,1.157121,-0.898346,0,cluster0
548,5.065378,113.545085,115.685789,-395490.037601,-0.244111,-109.182903,112.042692,-4.359777,-1.362096,-0.163711,0,cluster4
549,5.274629,6.55305,-2.230778,-317188.773148,7.362431,-1.098919,2.225684,1.218855,2.340763,10.915847,0,cluster4
550,0.844345,0.699262,3.935359,-624843.712818,-2.357893,-0.396065,-0.430738,-0.519671,-1.578968,-3.725558,0,cluster0
551,-4.174985,14.814078,14.411567,-775306.994396,-2.000153,-16.461119,16.33867,4.5881,-0.154549,0.202725,0,cluster0
552,0.545006,172.165101,145.854637,-226562.872828,-1.710201,-161.4999,181.794465,8.830396,9.648464,27.096305,0,cluster1
553,7.238864,39.765842,39.87894,-548844.379647,4.080198,-35.591539,28.557571,-10.382043,2.951989,-2.599488,0,cluster0
554,-10.248019,3882.59103,3862.995556,-735832.435296,10.325778,-3864.727663,3869.54351,-4.130678,-6.038993,3.188785,0,cluster7
555,1.501511,200.448811,209.589712,-156788.653174,0.059973,-194.708278,198.807777,-1.624195,-1.668115,-0.487541,0,cluster1
556,0.654876,259.009964,259.225752,-322313.782664,-1.437584,-250.000883,259.212211,3.131915,-1.989865,-2.282149,0,cluster4
557,5.895999,11.127927,-1.597639,-104088.294477,10.308205,-3.859939,6.321922,0.723394,7.246563,17.017157,0,cluster1
558,4.950784,60.672065,57.008269,-24311.397245,-2.369661,-71.211963,62.83288,6.518404,0.874119,-2.436891,0,cluster1
559,2.142648,301.162886,302.554336,-562421.759537,-2.959697,-296.083774,295.759597,0.812419,-0.7154,-5.167579,0,cluster0
560,2.831745,45.280741,47.615449,-559804.73037,2.162903,-37.795747,35.811985,-6.918771,-3.90904,-3.618119,0,cluster0
561,2.993159,28.170829,30.8563,-416509.079991,-3.711273,-39.47407,35.536932,9.631796,7.971966,-3.988512,0,cluster4
562,-0.157308,249.195823,257.62611,-511542.312861,4.014075,-245.401492,245.937022,-3.463024,-1.50742,-3.36613,0,cluster0
563,-6.879917,6.103218,16.066427,-140370.069033,-16.165018,-23.254003,31.362288,25.08392,9.723289,15.53962,0,cluster1
564,9.773206,42.93876,47.620697,-539915.914099,4.090281,-34.542274,35.608717,-16.357864,-0.905277,1.712742,0,cluster0
565,1.371141,3.371405,5.353276,-290376.529909,-0.986036,-2.92593,6.15886,2.33692,1.948318,2.720925,0,cluster4
566,2.115625,10.259036,18.67158,-742122.866122,-3.083582,-14.08693,13.648807,4.358009,4.409139,-7.327403,0,cluster0
567,0.706514,108.040555,106.757665,-387927.846466,4.931072,-111.352562,104.355022,-6.497807,-0.18788,0.378678,0,cluster4
568,4.992721,-2.226732,3.062676,-682763.814966,-0.381034,-5.349601,1.585041,6.568629,2.793171,-11.228802,0,cluster0
569,-0.891303,101.223733,101.246636,-748976.310833,0.059105,-102.465347,103.965891,0.543441,1.074014,2.220381,0,cluster0
570,-4.038731,15.346186,22.190888,-579368.855207,0.478969,-19.535455,14.172143,0.552908,-2.400012,-7.847633,0,cluster0
571,-3.738382,286.59775,292.324793,-759482.769175,-3.980043,-292.10708,287.973635,-5.466075,-5.105402,-7.572763,0,cluster0
572,-4.28039,30.776474,31.439667,-554961.51317,-3.753203,-34.661177,39.988796,7.494849,3.234991,7.460578,0,cluster0
573,-1.815755,7.5019,11.308567,-737742.17313,1.15904,-2.893671,8.258117,4.577608,0.436056,-2.206487,0,cluster0
574,4.621253,232.345954,228.17941,-194530.315877,-1.289701,-225.714998,225.625384,2.469622,-0.799462,0.505294,0,cluster1
575,0.977538,8.628893,4.093511,-365351.010988,-1.477129,-7.004943,8.959461,3.293316,1.838049,2.094393,0,cluster4
576,1.134591,32.509291,31.709828,-183042.232759,-0.235464,-32.312859,26.747046,1.039816,1.475639,1.12593,0,cluster1
577,2.76746,95.502271,97.551889,-361089.439873,-3.385727,-86.54896,91.913029,2.711194,3.163597,-2.228736,0,cluster4
578,2.386932,118.236266,115.030178,-377021.59782,-5.827862,-109.489096,111.056475,1.350864,-1.348254,-3.22981,0,cluster4
579,-0.271823,642.534524,634.635667,-668294.200406,2.589814,-644.423391,638.081953,-1.842053,3.261374,4.424732,0,cluster0
580,2.997839,19.296773,11.764986,-297274.964724,2.724961,-14.258121,14.42102,-1.040264,-0.113576,3.819136,0,cluster4
581,1.054771,10.697797,6.624739,-394630.705599,0.771735,-7.182937,15.815543,4.214337,6.822815,7.924388,0,cluster4
582,7.93337,16.050236,13.532897,-39005.317916,3.255503,-17.341007,13.545693,5.23742,7.400112,5.60388,0,cluster1
583,4.270152,111.954428,116.141648,-641881.060149,-4.416427,-117.022725,110.57198,0.434577,-3.556602,-10.376155,0,cluster0
584,0.421228,3.2407,3.940368,-145532.641504,-3.141135,-0.889267,1.667183,0.587803,0.129537,-1.590165,0,cluster1
585,5.490965,225.02783,217.457413,-356204.832372,3.289234,-224.961696,226.295917,-2.948947,-1.335828,4.812895,0,cluster4
586,2.159429,8.718178,9.506111,-719166.899645,-1.321867,-9.153824,11.142225,5.549653,4.862406,-1.291384,0,cluster0
587,4.609526,9.99166,11.028191,-409537.330762,0.990247,-4.108244,2.572268,1.163401,-3.372524,-4.521957,0,cluster4
588,-0.237754,276.443471,272.975011,-349455.316714,4.602283,-275.734485,270.739548,-4.624866,0.029119,-0.679499,0,cluster4
589,3.621969,238.048987,233.895401,-88539.694823,0.61119,-230.212748,241.252378,-3.778916,-0.763602,14.039506,0,cluster1
590,1.029591,3.93875,8.797191,-698331.94124,-1.668472,-1.286273,1.44427,3.467482,1.106946,-4.563363,0,cluster0
591,4.993091,5.602128,0.621693,-132762.506287,2.145081,-4.017734,-1.354658,0.067926,1.717814,3.722094,0,cluster1
592,-5.60913,670.782727,670.247828,-201135.423654,-0.745201,-667.241916,670.178113,-0.381731,-5.668159,-2.042413,0,cluster1
593,2.9898,78.039314,86.988833,-127539.266783,-5.230028,-83.715149,74.746668,3.082471,-4.9909,-4.988195,0,cluster1
594,-3.124656,247.070346,257.442456,-120523.483071,-0.397008,-245.752535,248.758682,-2.932523,-2.529344,-1.336673,0,cluster1
595,-6.266391,3.523806,1.878257,-493590.490312,0.354594,-1.955335,5.367705,4.678037,1.048328,3.708824,0,cluster0
596,8.326687,4.581646,6.90016,-370539.584107,-5.274106,1.138735,0.593406,-10.483211,0.763088,-1.832954,0,cluster4
597,1.131147,10.793194,8.26848,-765832.919581,-2.630052,-11.492465,3.006853,1.40836,-1.87431,-3.555395,0,cluster0
598,2.990914,159.221162,166.92793,-115978.86684,-1.263113,-152.728474,158.354388,-4.967307,-3.570938,-0.479241,0,cluster1
599,-0.423196,0.042079,7.256586,-751957.584835,-3.191287,-4.73556,3.606119,2.752753,3.505765,-7.561883,0,cluster0
600,-0.604278,9.540972,10.174,-348384.674974,-0.701455,-9.186029,14.061131,4.095104,3.773632,3.14297,0,cluster4
601,4.361826,96.469589,98.249222,-746045.408174,-2.371805,-92.331666,92.635058,0.751464,-1.397058,-3.338678,0,cluster0
602,0.640466,272.646488,278.938923,-142032.945045,-4.943228,-275.286235,275.474607,4.773991,-3.131407,-9.205348,0,cluster1
603,2.986259,131.564475,129.859576,-590062.630762,-0.565292,-137.970386,134.995567,-0.09447,-1.842505,-4.367882,0,cluster0
604,-1.157349,48.794518,50.169398,-144729.483281,3.769446,-49.362363,44.377107,-2.322752,3.21962,-1.89079,0,cluster1
605,-2.942732,3.037949,-3.01621,-266770.758124,-0.603405,1.39068,5.927482,-0.266614,0.398781,3.880529,0,cluster4
606,6.853757,104.703815,101.434704,-307825.693889,1.76257,-104.347939,96.964704,-9.521617,4.16757,1.889691,0,cluster4
607,0.096905,11.720008,4.706197,-247928.362559,3.357249,-15.513467,10.881401,-2.595191,2.161205,8.031969,0,cluster4
608,1.454654,7.346505,-9.543712,-601024.271868,5.455456,-16.100339,2.230059,-6.102251,1.781394,7.63174,0,cluster0
609,6.529261,197.821096,194.244725,-248533.20246,5.835182,-201.925468,198.074716,0.047841,4.302394,-0.729172,0,cluster4
610,2.387667,39.231973,33.96895,-779082.420604,1.967951,-32.94916,37.780819,1.437036,1.352879,4.635971,0,cluster0
611,-0.568488,95.230589,101.482636,-359167.27819,-0.393639,-100.392727,99.931246,3.644214,2.908538,0.997284,0,cluster4
612,-1.475742,64.494354,53.482726,-248697.543089,-2.014015,-66.341938,63.857541,1.335879,-6.580701,0.433438,0,cluster4
613,3.610423,88.726616,88.343626,-143291.95898,0.71384,-84.181733,84.573641,1.079105,0.635477,0.137172,0,cluster1
614,2.291704,275.951242,271.623587,-125395.507783,7.268703,-272.874594,267.595337,-5.037612,0.470705,1.897196,0,cluster1
615,-0.760472,4.628074,4.82172,-1678.37655,0.964735,4.151885,1.958058,3.620405,-0.878613,1.153993,0,cluster1
616,1.406531,11.013074,4.528681,-625797.585056,-2.384354,-11.447629,16.057741,8.878041,7.629471,7.081946,0,cluster0
617,-16.424651,384.740286,381.286871,-146737.399251,5.69665,-368.610584,387.954632,-12.557461,-5.969916,0.851148,0,cluster1
618,-24.356478,650.035113,644.780336,-289102.69272,2.677448,-643.335279,653.819156,-11.388263,-10.248573,-11.831697,0,cluster4
619,2.972924,-6.159855,0.698791,-108341.47191,-9.188717,1.767934,3.144649,1.282503,5.052594,8.849959,0,cluster1
620,1.483109,209.416343,207.284458,-87041.067942,-0.933858,-200.61312,203.375979,1.306423,1.617111,0.044254,0,cluster1
621,1.093584,134.838031,135.069067,-677662.987817,4.086183,-135.104808,130.753877,2.030879,5.265972,-0.505644,0,cluster0
622,2.326337,98.966964,101.839009,-740432.306575,-2.628654,-103.048137,100.481665,1.753945,-2.323619,-6.913873,0,cluster0
623,1.056739,118.102227,108.960763,-434022.182501,3.711342,-124.102997,115.867231,3.903819,0.419563,-2.761187,0,cluster4
624,-9.916883,216.077207,220.865055,-179703.321251,0.253125,-208.228191,223.941541,2.095937,-1.623565,-0.179739,0,cluster1
625,1.357684,15.274199,28.490302,-481083.80374,0.557704,-11.860789,18.607776,-5.935921,-3.257638,-2.32889,0,cluster4
