@RELATION csv_result-credit_edit

@ATTRIBUTE id REAL
@ATTRIBUTE source_0 REAL
@ATTRIBUTE source_1 REAL
@ATTRIBUTE source_2 REAL
@ATTRIBUTE source_3 REAL
@ATTRIBUTE source_4 REAL
@ATTRIBUTE source_5 REAL
@ATTRIBUTE source_6 REAL
@ATTRIBUTE source_7 REAL
@ATTRIBUTE source_8 REAL
@ATTRIBUTE source_9 REAL
@ATTRIBUTE source_10 REAL
@ATTRIBUTE source_11 REAL
@ATTRIBUTE source_12 REAL
@ATTRIBUTE source_13 REAL
@ATTRIBUTE source_14 REAL
@ATTRIBUTE source_15 REAL
@ATTRIBUTE source_16 REAL
@ATTRIBUTE source_17 REAL
@ATTRIBUTE source_18 REAL
@ATTRIBUTE source_19 REAL
@ATTRIBUTE source_20 REAL
@ATTRIBUTE source_21 REAL
@ATTRIBUTE source_22 REAL
@ATTRIBUTE source_23 REAL
@ATTRIBUTE source_24 REAL
@ATTRIBUTE source_25 REAL
@ATTRIBUTE source_26 REAL
@ATTRIBUTE source_27 REAL
@ATTRIBUTE source_28 REAL
@ATTRIBUTE source_29 REAL
@ATTRIBUTE source_30 REAL
@ATTRIBUTE class {0,1}

@DATA
462,-0.001113,-0.03222,-0.018919,0.013595,-0.022761,0.00075,-0.009413,0.016605,-0.020804,-0.011765,0.024039,-0.039455,0.015396,0.031045,-0.014502,-0.036384,0.013405,0.01194,0.032188,-0.037753,0.034344,-0.026143,0.041051,0.01071,0.000351,-0.011594,0.007541,0.038263,0.016537,-0.009112,0.004172,1
463,0.004309,-0.022804,-0.01777,0.017813,-0.033429,0.00061,0.010414,0.027099,-0.020638,-0.015041,0.011171,-0.022343,0.015934,0.019495,-0.014765,-0.026029,0.012331,0.011519,0.032679,-0.041789,0.027352,-0.036591,0.022972,0.012588,0.009034,0.005899,-0.006262,0.031789,0.031237,-0.007198,0.011535,1
464,-0.014747,0.003797,-0.00528,-0.012807,0.012559,0.018316,-0.032172,-0.055679,-0.033857,0.020344,-0.000331,0.092102,0.015263,-0.017864,-0.02281,0.020613,0.012433,-0.013973,0.024913,-0.032129,-0.050634,0.025445,0.006607,-0.038583,0.043766,-0.023281,0.000825,0.006515,-0.010349,0.001966,0.011205,1
465,-0.037836,-0.036407,-0.026244,-0.041918,0.031561,0.003694,0.009504,-0.023789,-0.002097,0.002189,0.02867,-0.028188,-0.024273,0.030954,-0.009955,-0.00932,-0.033121,-0.011974,0.033936,-0.029871,-0.019973,0.009555,0.008437,-0.008882,0.017127,0.023965,0.047363,0.072285,0.033172,-0.027142,0.013889,1
466,-0.021797,-0.038956,-0.039688,-0.017628,0.043585,-0.004954,-0.008449,-0.022719,-0.011051,0.000331,0.033787,0.034119,-0.026079,-0.00442,-0.039756,0.008518,-0.000253,-0.002052,0.034374,-0.064166,0.009161,0.004352,0.005073,-0.035877,0.02786,-0.022485,0.028853,0.04917,0.008058,0.012543,0.023463,1
467,0.018455,-0.010046,-0.004011,-0.035305,0.01703,0.007853,-0.008338,-0.031338,0.009095,-0.01579,-0.007487,0.00818,-0.004906,0.025987,-0.005645,-0.016854,-0.014543,-0.007276,0.056018,0.023359,-0.013533,0.03384,0.019233,0.023235,0.004294,-0.011502,0.004994,0.029091,-0.010911,-0.025096,0.001405,1
468,-0.005863,0.010647,0.004385,0.054003,-0.000876,0.018067,0.05912,0.018305,-0.023113,-0.019753,-0.018284,-0.021031,0.005045,0.019072,-0.014466,0.009031,0.0125,0.012816,0.046345,0.014495,0.028816,-0.025897,-0.023331,-0.009121,0.053869,0.045002,-0.000702,0.03258,0.049599,-0.014249,0.028029,1
469,-0.020769,-0.021434,-0.024217,-0.015192,-0.001902,0.002886,-0.010848,0.009169,-0.022044,-0.004335,0.020773,-0.017399,0.00406,0.015483,0.002364,-0.0168,0.012311,0.000566,0.022369,-0.051729,0.014645,-0.042209,0.029629,0.018274,0.00048,0.005026,0.001704,0.033931,0.040975,-0.023227,0.019216,1
470,-0.035746,-0.038338,-0.057979,-0.018464,-0.005278,0.029862,-0.024948,-0.008122,-0.024274,0.015457,0.027777,0.039525,-0.018797,0.010061,-0.018889,0.006813,-0.007514,0.00966,0.011057,-0.074083,-0.000969,-0.013094,0.011038,-0.068314,0.002899,-0.014622,-0.000665,0.029099,0.020331,-0.015093,0.022664,1
471,-0.044073,-0.042604,-0.052648,0.011267,0.093856,-0.073913,-0.052332,-0.02584,0.075674,0.092078,-0.02617,-0.040689,0.023865,0.009043,-0.120556,-0.023581,-0.031805,-0.002234,0.133421,0.049653,0.041538,0.05627,0.003667,0.025064,0.053396,0.021103,-0.098456,-0.056086,0.054641,-0.001596,-0.080069,1
472,-0.008828,-0.029641,-0.027517,-0.008582,0.032912,0.039001,-0.017691,-0.00898,-0.030215,0.006247,-0.011968,0.055041,-0.008843,-0.008803,-0.01667,0.027512,0.024646,0.007794,0.014222,-0.03716,0.038257,-0.004633,0.010154,-0.053176,0.035726,-0.005646,-0.008558,0.046262,0.022353,-0.033961,0.034763,1
473,0.01762,0.000362,0.017188,-0.02783,0.014823,-0.043462,-0.003577,-0.009847,-0.055643,0.037057,-0.005642,-0.047777,-0.006587,0.057555,-0.010385,-0.019737,0.030764,-0.019009,0.023012,0.014964,-0.02719,0.023698,0.079808,0.004888,-0.027604,-0.012806,0.025949,0.01955,0.015714,-0.028486,-0.030363,1
474,0.017485,0.004281,-0.009215,-0.013491,0.002884,-0.029646,0.007688,0.009935,-0.055146,0.023786,0.011404,-0.013135,-0.021188,0.026089,-0.007855,-0.00295,0.038557,-0.024515,0.014583,0.011564,-0.027576,0.026625,0.070516,-0.028245,0.005045,-0.018162,0.042823,-0.01573,-0.011686,-0.028652,0.017863,1
475,-0.007925,-0.012763,0.008189,-0.013552,0.029402,0.002136,-0.001146,-0.007485,-0.039507,-0.004751,0.018214,-0.013095,0.005197,0.000497,-0.013264,-0.001371,0.019017,-0.014022,0.030784,-0.042434,-0.006826,-0.014893,0.010911,0.031632,0.027113,0.026945,0.016849,0.041514,0.054325,-0.016154,0.02056,1
476,-0.021612,-0.037756,-0.025077,-0.031457,0.038206,0.023589,-0.021375,-0.011954,-0.039844,0.012056,0.032116,0.034817,-0.024664,0.001658,-0.031905,0.01322,-0.005646,-0.001824,0.026156,-0.0625,-0.006842,0.016195,-0.003587,-0.037071,0.009081,-0.007911,0.013639,0.044096,0.031961,-0.002282,0.01101,1
477,0.030899,-0.006404,0.024467,0.024562,-0.012787,-0.028289,0.02231,-0.015298,-0.003209,-0.011576,-0.02011,0.032761,-0.008574,0.018479,-0.000316,-0.004275,0.032289,-0.018743,0.049134,-0.03653,-0.049728,-0.000234,-0.010091,0.016883,0.057488,0.018003,-0.020851,-0.003038,0.016901,0.031116,0.009795,1
478,-0.023196,-0.0329,-0.030407,-0.024622,0.044851,0.006711,-0.011999,-0.014671,-0.027685,0.006959,0.030274,0.036136,-0.020018,-0.00297,-0.033663,0.01275,0.00965,-0.001955,0.029656,-0.069709,0.001883,0.00572,-0.007833,-0.033837,0.013216,-0.013736,0.023549,0.045902,0.024318,0.009686,0.022523,1
479,0.00418,0.020336,0.023124,0.034681,0.015156,-0.001777,0.009327,-0.018917,-0.025616,0.002318,0.000015,0.083289,0.039532,-0.012249,-0.005244,0.049368,0.030872,-0.021017,0.052852,-0.017431,-0.00543,-0.016344,-0.018559,-0.004616,0.044786,-0.04285,-0.008997,0.006761,-0.00566,0.041505,-0.001115,1
480,-0.029439,0.00475,-0.005179,-0.040717,0.00687,-0.004326,0.015592,-0.025652,0.008232,0.018584,0.002391,0.032584,0.007785,0.032064,0.015611,0.021043,-0.016419,-0.030611,0.038377,-0.003463,-0.050036,0.010597,-0.021172,-0.001591,0.024347,0.005729,0.031403,0.052888,0.005414,-0.009337,-0.012757,1
481,-0.022699,0.010032,0.037181,0.05049,0.006938,-0.029691,0.041896,-0.040899,0.025066,0.014117,-0.010912,0.072774,0.050552,0.053146,-0.024747,0.016452,0.025597,0.013011,-0.008172,0.041574,-0.022382,0.008775,-0.058425,0.046192,0.105711,0.001009,0.012844,-0.023399,0.086471,-0.01861,0.023313,1
482,0.070459,0.023652,-0.032264,-0.08214,-0.053952,-0.011562,0.037641,-0.048414,0.067854,-0.104711,0.053196,0.079923,-0.006344,-0.030322,-0.108109,0.001982,0.170226,-0.088477,-0.061628,0.025931,-0.024267,-0.024921,0.026326,-0.017541,0.025738,-0.058728,0.016415,-0.047672,0.053026,-0.027858,-0.117317,1
483,0.071013,-0.014579,-0.03848,-0.066132,0.024397,-0.099686,-0.010124,-0.011413,0.156414,0.137639,0.012723,-0.099346,0.073983,-0.019851,-0.21388,0.112248,0.066684,-0.026658,0.115027,0.025803,0.139578,0.016071,-0.038891,-0.055835,0.022222,0.023388,-0.067521,0.014296,-0.001473,-0.004029,-0.133185,1
484,-0.004292,-0.031521,0.011622,-0.01687,-0.007913,0.032625,0.008259,-0.013089,-0.024676,0.023201,-0.01079,0.016503,-0.015366,0.048286,-0.004092,0.031239,0.002153,-0.014099,0.04639,0.010444,-0.023002,0.016896,0.012305,-0.010799,0.01956,0.006002,0.001587,0.030758,0.020541,0.012115,-0.03145,1
485,0.026863,-0.035037,-0.012454,0.03803,-0.036758,0.022656,0.063774,-0.002045,-0.013099,-0.02388,-0.005586,0.001573,0.043984,0.04145,-0.008005,0.010556,0.053957,-0.006117,0.037971,0.023532,-0.031452,0.033764,0.027341,-0.035413,-0.03937,-0.009558,-0.01987,-0.043704,0.050744,0.016827,-0.000227,1
486,0.052899,0.008755,-0.05113,-0.019639,0.007911,-0.000592,-0.007027,0.015009,-0.018529,0.001112,0.059827,0.021608,0.031314,0.043598,0.004136,-0.039142,0.006361,0.017079,0.02058,-0.013036,-0.004178,-0.015005,-0.00234,0.008361,0.006906,0.03514,0.034297,-0.031854,-0.010275,0.04705,-0.015063,1
487,0.004494,-0.044101,0.011274,-0.006337,0.016198,0.035288,0.025629,-0.005464,-0.023568,-0.024966,-0.005454,0.025626,0.007384,0.033592,0.006649,0.00313,0.039014,-0.006776,0.028557,-0.011256,-0.051171,0.036299,-0.011766,-0.015267,-0.003577,0.002984,0.016021,-0.007883,0.024686,0.000931,0.023599,1
488,-0.031131,0.00438,-0.008142,-0.023263,0.011609,-0.005257,-0.003572,-0.03167,-0.015991,0.014284,-0.000463,0.052206,0.049841,-0.005892,-0.003586,-0.00554,0.016673,-0.027543,0.044612,0.009137,-0.01975,0.027619,-0.049071,-0.014473,-0.006511,0.014302,0.020187,0.009406,0.035792,-0.01741,0.050489,1
489,0.01165,0.034164,-0.005051,0.004571,-0.020214,-0.010806,-0.013616,-0.021312,-0.011211,-0.01244,0.016189,0.042575,0.028672,0.008317,0.005243,-0.004854,0.01752,-0.02002,0.036202,-0.043417,-0.029229,-0.0315,-0.018967,0.032244,0.01182,-0.009381,-0.018198,0.001714,0.030502,-0.008321,0.011538,1
490,-0.017082,0.036508,-0.031214,-0.028873,-0.017817,0.032738,-0.007927,0.011906,-0.003466,-0.010028,0.045273,-0.009487,-0.005768,0.031999,0.012408,0.013211,-0.011209,-0.011614,0.047936,0.017832,-0.012738,-0.007143,-0.046202,0.025352,-0.010634,-0.005085,0.019259,-0.006505,0.006509,-0.017136,0.008914,1
491,-0.031535,0.009214,-0.019423,-0.022533,0.020291,-0.003878,0.004794,-0.011677,0.002248,-0.001119,0.008948,0.035222,0.030328,0.015265,-0.001822,-0.022321,0.00386,-0.028426,0.039212,0.016896,-0.017306,0.042991,-0.057545,0.008769,0.011443,0.000825,0.013706,0.02418,0.060144,-0.00912,-0.005072,1
492,0.006266,0.002667,-0.023935,-0.008605,0.001909,-0.004112,-0.023003,-0.006008,0.008468,-0.015099,-0.000744,0.018026,-0.007253,0.02312,0.028013,-0.012035,0.035782,-0.016645,0.04572,-0.032878,-0.005494,-0.032115,0.025886,0.028051,0.012403,-0.021033,-0.024232,-0.000439,-0.001089,-0.010345,0.0069,1
493,-0.005862,0.008561,0.019196,-0.024382,-0.00429,0.004338,-0.011682,-0.024903,-0.023846,-0.015899,-0.011868,0.007469,0.024148,0.01388,0.001948,-0.027544,-0.003706,0.010924,0.017361,0.032676,0.004584,0.019362,-0.002127,0.003942,0.010801,-0.020746,-0.003058,0.058265,0.000126,-0.015247,-0.016268,0
494,0.041358,0.008005,0.011691,0.010868,0.050295,-0.013016,-0.012447,-0.035073,-0.006207,-0.008799,-0.003704,0.051848,0.020855,-0.005517,0.041075,-0.006425,0.003216,-0.01317,-0.004678,-0.005754,0.033255,-0.038005,0.02459,-0.023091,0.036979,0.068956,0.006387,0.00216,0.005198,0.036087,-0.029575,0
495,0.052253,0.014158,-0.006266,0.004277,0.027262,-0.007716,-0.001735,-0.030012,-0.032214,0.001356,0.031598,0.03287,0.02411,0.018208,0.008392,-0.023707,-0.006942,-0.012532,0.033219,0.0164,0.010134,-0.030437,0.019433,0.002211,0.072607,0.04113,0.032823,-0.005335,-0.000119,0.063438,-0.025692,0
496,-0.048717,0.043623,0.018546,-0.011215,-0.012749,-0.022124,-0.058878,0.001388,0.004914,-0.006675,0.005796,0.036148,-0.007333,-0.022836,0.073525,0.006123,0.02159,-0.028636,-0.028034,-0.012384,0.066326,-0.053061,-0.070631,-0.030513,-0.023947,-0.012629,-0.028915,-0.00506,0.03667,-0.006184,0.011255,0
497,-0.001664,0.005677,0.021093,-0.015963,-0.003026,-0.006445,-0.003924,-0.006624,0.029848,-0.003505,0.005402,-0.021112,-0.002942,0.027552,-0.009222,-0.011334,-0.010472,-0.018325,0.022175,0.016491,0.021765,0.041343,-0.008522,-0.008383,-0.020971,0.005768,0.029373,0.04335,0.000894,-0.008389,-0.057522,0
498,-0.004942,-0.007464,0.040017,0.008045,-0.04224,-0.022655,-0.003838,0.012514,0.011442,0.005716,-0.025445,-0.009341,0.01279,-0.001283,0.001847,-0.008236,-0.008095,0.038083,-0.022367,-0.019018,0.017031,-0.02801,0.048911,0.032109,0.024237,-0.008605,-0.006801,-0.023347,-0.013191,0.008127,0.008801,0
499,0.057817,0.008616,0.011071,0.003931,0.015731,-0.01013,-0.011735,-0.053998,0.044687,-0.012701,0.00417,-0.000841,0.024959,0.084895,0.009844,0.029069,0.025402,0.047089,-0.01322,-0.015433,-0.012901,0.013135,-0.04177,0.014992,-0.012062,-0.037669,-0.010198,-0.007014,0.008123,-0.05065,0.061506,0
500,-0.006594,0.036839,-0.004509,-0.000451,-0.046872,0.010301,0.018283,0.018709,0.011494,-0.02506,-0.021172,0.003877,0.014766,-0.003566,0.000306,-0.013712,-0.025064,0.02035,0.003463,0.004073,-0.003071,-0.007383,0.012943,0.010489,-0.018199,0.025053,-0.000985,0.010943,-0.014578,-0.039225,-0.009055,0
501,0.021642,-0.008652,-0.006652,-0.021315,-0.014296,0.001433,0.035473,0.006253,0.011487,0.007825,-0.009215,0.0303,0.053525,0.028128,0.030422,-0.010336,-0.058544,0.043789,-0.021425,0.023374,0.010505,-0.031214,0.020315,-0.010875,-0.016555,0.078645,0.012073,-0.004749,-0.0019,0.018212,-0.024782,0
502,-0.008533,0.010518,-0.010043,0.020076,0.014411,0.030492,0.024513,-0.004215,-0.01486,-0.050514,0.012469,-0.080887,-0.01984,-0.00933,-0.01638,0.001301,-0.002775,0.042877,0.00486,0.032555,0.006575,0.007133,-0.003109,-0.031051,0.065775,0.034531,0.010224,0.017625,-0.017185,-0.04094,0.05091,0
503,-0.021561,-0.008689,0.018605,0.032462,-0.007676,-0.001132,0.050433,-0.011322,-0.004262,0.001937,-0.034832,-0.024403,0.010546,0.056836,0.019156,-0.003403,0.009969,-0.001889,0.04796,0.029863,-0.026195,-0.002097,0.009499,-0.007908,0.04166,0.037454,0.007783,0.03462,0.016902,-0.008932,0.001115,0
504,-0.006538,-0.011077,-0.001309,0.037211,-0.006272,0.010299,-0.058708,-0.050576,0.064559,0.049368,-0.012739,0.007829,-0.067479,-0.01994,0.061061,-0.025104,0.0178,-0.030654,-0.006407,-0.011414,0.014077,-0.050055,0.058429,-0.009437,-0.000703,0.002429,-0.000324,0.011363,0.000582,-0.003094,0.012753,0
505,0.020619,0.009075,-0.011021,-0.01797,0.02692,0.016364,0.002907,-0.003742,-0.012132,-0.006899,0.027931,0.008885,-0.002075,0.003681,0.012852,-0.012178,-0.0344,0.019774,-0.013962,0.031276,0.006613,0.014303,-0.006736,-0.047056,0.020194,0.079405,0.040306,-0.015812,-0.025437,0.040137,-0.032104,0
506,0.004108,-0.001018,0.012879,-0.052469,-0.009432,-0.007676,-0.00246,-0.003535,-0.004527,-0.03612,0.018164,-0.019393,-0.014935,0.0043,0.007039,-0.019382,-0.041499,0.018847,0.012114,0.029313,-0.011898,0.030745,-0.04602,-0.004393,0.004192,-0.015955,-0.011079,0.043751,-0.016079,-0.001161,-0.005094,0
507,-0.052083,0.041041,0.011054,-0.012651,0.011045,-0.04327,0.031473,-0.034048,-0.000855,-0.013998,-0.038649,0.004266,0.005502,0.007668,0.025877,-0.042447,0.01983,0.024581,0.001792,0.042457,-0.060706,0.015331,0.002098,-0.015054,0.036553,0.002473,0.005955,0.005865,-0.029291,-0.005378,0.021427,0
508,-0.003957,0.026971,-0.035989,-0.04806,-0.05568,-0.092365,0.054907,-0.024078,0.074824,0.02771,0.031262,0.070133,0.011215,0.02874,-0.016233,0.028373,0.087044,-0.018598,-0.049733,0.037378,0.01355,-0.019454,-0.002794,-0.006671,0.039131,-0.012091,0.037633,-0.016088,0.04465,-0.059538,0.044831,0
509,0.014768,0.009173,0.006612,0.066842,-0.03367,0.041054,0.021292,-0.040521,0.018252,0.068289,-0.009752,0.006733,-0.02255,-0.020465,0.003039,-0.04151,0.019472,-0.053639,-0.040802,-0.015086,0.046585,-0.014625,0.000016,0.058531,-0.034296,-0.019064,-0.035186,0.013413,-0.027382,-0.02118,0.00232,0
510,0.029929,0.015755,-0.023071,-0.052228,-0.068927,-0.084407,0.065053,-0.008335,0.073718,-0.053237,0.069044,-0.02972,0.019363,-0.013799,-0.003317,0.021713,0.072797,-0.033774,-0.044417,0.060871,0.00051,-0.002144,0.026368,-0.027434,0.015189,-0.031211,-0.008666,0.019274,-0.00754,-0.028778,-0.05166,0
511,-0.058223,-0.007283,-0.02867,-0.008855,0.002184,0.033669,0.031649,-0.009106,-0.03248,0.031211,0.01083,-0.056597,-0.024404,-0.001983,0.042747,-0.006573,0.02456,-0.092514,0.009339,-0.017324,0.037309,-0.024413,-0.044135,0.003574,-0.003722,-0.031775,-0.055949,-0.047334,-0.011732,0.012066,0.026643,0
512,-0.008055,0.025422,0.016396,0.020883,0.018784,-0.023497,0.054793,0.004267,0.016615,-0.027063,-0.033792,-0.018293,-0.014616,-0.005261,-0.024362,-0.008876,-0.004676,0.040701,-0.004509,0.020199,0.031122,-0.003694,0.030138,0.008074,0.025436,0.022286,0.023422,0.014228,0.003088,-0.025138,0.021545,0
513,-0.016687,0.006177,0.018044,0.018282,0.038246,-0.010483,0.035714,-0.000979,0.012311,-0.018706,-0.047922,0.032133,-0.036101,-0.004056,-0.008495,0.00768,-0.015693,0.045725,0.004847,0.011371,0.026239,0.000736,0.035679,-0.01476,0.016194,-0.015628,-0.011912,0.000461,-0.014836,0.00734,-0.001568,0
514,-0.025254,-0.004394,0.016075,-0.065509,0.024619,-0.011729,-0.016364,-0.030761,-0.003467,-0.037637,0.005562,-0.032977,0.000884,0.004532,0.045315,-0.033462,-0.040129,0.000493,0.027901,0.075078,-0.004408,0.035505,-0.038351,-0.005696,-0.042265,-0.014774,-0.017779,0.024912,-0.00028,-0.021003,0.019412,0
515,0.003174,-0.005719,0.0495,0.034401,-0.022401,-0.018375,-0.004722,0.001317,-0.004413,0.000572,-0.002323,-0.019795,-0.00982,0.007948,-0.013194,-0.008786,0.017202,0.002308,0.006678,-0.011791,0.004517,0.016447,0.009522,0.008108,0.042891,0.015423,0.028656,-0.015108,-0.010098,0.031135,0.000271,0
516,-0.038515,0.004597,-0.000244,0.009216,0.003009,0.014097,-0.010816,-0.008657,0.018408,-0.000469,-0.046994,0.029019,-0.010285,-0.015067,0.025217,0.025806,-0.002007,0.031804,-0.01514,-0.003962,0.029611,-0.038389,0.046038,-0.03258,0.011763,-0.000763,-0.0435,-0.014505,-0.014961,-0.03108,0.008472,0
517,0.005604,-0.019052,0.005563,0.041208,0.001243,0.008107,0.008847,0.023385,0.014809,0.001009,-0.007867,0.003583,0.007472,0.032909,-0.011242,0.018356,0.026732,-0.002234,0.025804,-0.015283,0.059598,0.023293,-0.011391,-0.042618,-0.014594,0.012039,0.038432,0.042204,-0.014576,-0.009722,-0.006802,0
518,-0.015247,-0.019737,-0.008719,-0.047672,0.040398,-0.023884,-0.024754,-0.008928,0.003443,-0.020086,-0.012588,0.057364,-0.05038,-0.037051,0.020334,0.011561,0.003426,-0.000447,0.026247,-0.001663,0.036535,-0.022956,0.01457,-0.024742,0.034283,-0.058832,-0.059639,0.025974,-0.027245,0.026526,-0.012304,0
519,0.073508,-0.023042,0.013991,0.021934,-0.002735,0.027022,0.007866,-0.026851,0.036346,0.003895,-0.011465,0.01328,-0.00179,0.094027,0.005478,0.072424,0.009589,0.048585,0.00744,-0.024551,-0.031062,0.004315,-0.020659,0.007045,0.021202,-0.013317,-0.042782,-0.027999,0.009009,-0.041806,0.047156,0
520,-0.00997,0.062407,0.000128,-0.014861,-0.040276,0.010263,-0.055006,-0.017622,-0.017822,0.033882,0.055177,-0.000749,0.019686,0.005653,-0.007467,-0.005828,-0.052854,-0.034934,0.019629,0.024469,0.112005,-0.05329,-0.07088,0.011366,0.040576,-0.068149,0.064042,-0.016932,0.080687,-0.002176,0.068379,0
521,-0.001332,0.022048,-0.013401,-0.003757,-0.062442,0.003314,0.011117,-0.001657,-0.002468,-0.018672,0.030373,-0.014516,0.005479,0.02566,-0.003631,-0.008917,-0.038315,0.010081,0.025759,0.008756,-0.034946,0.002437,-0.046325,-0.019308,0.006602,-0.004106,-0.004443,0.005585,-0.007929,0.002303,-0.000316,0
522,0.013425,-0.004035,-0.04261,0.04968,-0.030149,-0.015038,-0.031324,0.056786,-0.031392,-0.006182,-0.025219,0.04021,-0.030038,-0.008079,-0.001963,-0.033617,-0.002711,0.011378,-0.048086,0.019981,0.011978,0.046746,0.071462,-0.026576,0.02422,-0.008873,-0.067507,-0.080908,0.037541,-0.072986,-0.023555,0
523,-0.00238,0.007806,0.005195,-0.00662,-0.011478,-0.01074,0.011704,-0.026398,0.035628,-0.021013,-0.025573,0.001217,0.013512,0.001038,-0.01016,0.018383,0.021553,0.002918,0.00619,0.00713,0.036524,0.016965,-0.0268,-0.029198,-0.00606,-0.004216,0.050169,0.057895,-0.043702,0.0238,-0.006788,0
524,-0.000974,-0.000293,0.021391,-0.020917,-0.005279,0.02098,0.000393,-0.021972,-0.008405,-0.020206,0.004312,-0.035976,-0.044854,0.02491,0.0267,0.022015,-0.029771,-0.012383,0.038298,0.043568,-0.028989,0.00748,-0.019234,-0.013211,0.037938,0.011358,-0.02626,0.015916,-0.001017,0.0049,-0.022751,0
525,0.057825,0.010755,0.013116,0.018252,0.027791,-0.010297,-0.038182,-0.015551,0.070047,-0.026817,0.016646,-0.006705,-0.045628,0.05683,0.032808,0.036181,0.05125,0.006269,0.006763,-0.052977,-0.035356,0.023695,-0.026729,0.034864,-0.016564,-0.001632,-0.014814,-0.080752,-0.030531,-0.016459,0.031574,0
526,0.001138,-0.004276,0.048052,0.036218,-0.00349,-0.020834,-0.007153,-0.014368,0.000901,-0.024209,-0.02131,-0.008441,-0.008604,-0.017397,0.015328,-0.001044,0.022104,-0.011926,0.00999,-0.017509,0.00614,-0.006208,0.017345,-0.00733,0.035947,0.023061,-0.014831,0.004232,-0.008065,0.018439,-0.009781,0
527,0.018761,-0.014503,0.016566,-0.01555,-0.023602,0.020038,-0.002463,0.007496,-0.036361,0.013603,-0.033371,0.072647,0.004397,-0.006888,-0.020292,0.031436,0.014701,0.016188,0.015369,0.010883,-0.002749,0.020177,-0.003996,-0.039163,0.028059,-0.019245,-0.059117,0.013286,-0.002088,0.011637,-0.031081,0
528,0.021802,0.001274,0.036284,0.015846,-0.012683,-0.008204,0.005807,0.01889,0.003568,-0.003929,-0.02622,0.009592,-0.005352,0.000692,-0.022741,-0.009376,0.019909,0.011712,0.013468,-0.015655,0.015002,0.012083,0.030486,0.046874,0.039732,0.017039,0.024083,-0.00578,-0.009203,0.00545,0.003232,0
529,-0.006849,0.006726,0.005006,0.014264,-0.032737,0.004213,-0.018326,0.024095,0.009764,0.000461,0.004712,-0.020117,-0.009863,0.014148,-0.006385,-0.012035,0.016477,0.014183,0.009407,-0.017137,0.017626,-0.011143,0.047313,0.037353,0.01768,-0.002627,0.027932,-0.030791,-0.029573,0.002801,-0.00104,0
530,0.01542,0.125545,-0.004274,0.009126,0.073506,-0.11582,0.088053,0.003329,-0.0797,-0.001775,-0.076495,-0.00108,-0.043552,0.012939,-0.018236,-0.038821,-0.023171,0.041993,0.015112,0.030613,0.009112,-0.039296,0.033315,-0.072636,-0.070134,-0.079108,-0.020811,0.000005,0.023847,0.007526,0.009555,0
531,-0.018989,0.021632,0.012726,-0.004356,-0.042371,0.000784,-0.006656,-0.016241,-0.005038,-0.028391,-0.015534,-0.024341,0.020802,-0.009534,-0.003379,-0.009477,-0.000645,0.031411,-0.024429,0.004643,0.002806,0.00516,-0.002751,-0.031027,-0.047942,-0.002497,-0.007844,0.014709,-0.018209,0.012279,-0.028723,0
532,-0.003295,0.019945,-0.012602,0.027515,-0.066384,0.003656,0.037707,0.001968,-0.001403,0.009859,-0.019942,0.03836,0.033201,0.043543,0.001876,0.01991,0.0091,-0.006373,0.047084,0.000594,-0.013956,-0.028779,-0.024439,-0.019948,0.011169,-0.004651,-0.005089,0.019847,0.004283,0.020031,-0.01472,0
533,0.007131,0.014167,-0.011346,-0.010907,-0.031954,0.007331,-0.003842,-0.010474,-0.009536,-0.015246,0.003564,0.006196,0.042655,0.043146,-0.010218,-0.030274,0.009651,0.026544,0.017889,-0.00227,-0.017624,0.01787,-0.013946,0.008169,-0.035789,-0.021358,-0.003863,0.030188,0.004046,-0.019236,-0.009998,0
534,-0.027087,0.002791,0.000269,0.028512,0.028255,0.038419,0.042686,-0.015064,-0.017547,0.016449,-0.01333,-0.007127,-0.063087,0.002178,0.013873,0.012222,0.046186,-0.093154,-0.002532,-0.037221,0.051726,0.000122,-0.027705,0.037069,0.016201,0.021779,-0.02334,-0.012512,-0.015423,-0.018382,0.008232,0
535,-0.016323,-0.007409,0.053825,-0.007245,-0.049283,-0.026902,-0.005714,0.022597,0.013255,0.056721,-0.029363,0.013452,0.000108,0.036516,0.000941,0.006503,-0.007601,0.048397,-0.041817,-0.011197,0.036266,-0.034328,0.032384,0.05424,0.043069,-0.021976,0.02796,-0.044842,0.01564,0.012922,0.035861,0
536,0.013759,-0.066749,-0.010595,-0.02477,0.031634,0.001804,0.095511,-0.030217,-0.013464,0.027117,-0.019897,0.001543,0.04947,-0.017705,-0.018572,-0.026826,-0.075323,-0.022141,-0.016812,0.04127,0.037628,0.041666,-0.034708,-0.002406,-0.055486,0.094558,-0.06233,-0.026114,-0.013005,0.017682,-0.007906,0
537,-0.006668,-0.035165,0.030496,-0.052585,0.008208,-0.028459,-0.042042,-0.00298,0.011931,0.036369,-0.015927,-0.035051,0.031571,0.030733,0.035899,-0.01806,-0.001708,0.027325,-0.005351,0.0037,0.036362,-0.015463,0.033234,0.026512,-0.00112,-0.079417,-0.01251,-0.032117,0.005822,0.010561,0.03916,0
