,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
224366,143762,1.171512722,-2.530367234,-1.298562877,-0.19967528,-1.199262303,0.375416923,-0.428873911,-0.009230035,0.048003502,0.665598405,-0.399053903,0.135560249,0.089390005,0.189292404,0.341350548,-0.62061137,-1.012541183,2.647133522,-0.600763954,0.40384139,0.129774312,-0.169797164,-0.355996798,-1.117088787,-0.340189661,-0.246435588,-0.043233772,0.033297889,507.52,0
60789,49506,-1.521230728,0.72224576,2.213553797,1.629410815,0.869799691,0.27682561,0.937508014,-0.372181767,-0.089454001,0.871805108,-0.671729456,-0.026029008,0.07579753,-1.026805848,-1.066455894,-0.223443432,-0.356610939,-1.043644569,-1.415644685,-0.271739811,-0.214628184,0.161389633,-0.155160447,0.102088024,0.680945556,-0.032632878,-0.527661913,-0.416493968,15.66,0
52793,45646,-1.019668521,1.019927355,1.208526534,1.159143808,0.383142073,0.403256154,1.062503878,-0.301436479,0.13488516,0.611284023,-0.681208718,0.211526297,0.492472373,-0.562375154,0.288381997,-1.259245649,0.28121097,-0.705829834,0.906178717,0.030098902,-0.193207619,0.355157207,-0.062653492,-0.240976068,-0.054709084,-0.307415475,-0.466700923,-0.607612308,55.99,0
170423,120175,-0.67257351,-0.766334753,0.206392052,-2.530500595,-0.307701571,0.324397465,2.05321323,-0.298875705,0.902293862,-1.61098612,-1.635632942,-0.181486566,0.13163635,-0.430131239,-0.253257885,0.772325517,-1.368886337,-0.066930013,-0.717176418,0.651197137,-0.022808014,-0.542455625,0.93619698,-0.01936227,-0.929234056,-0.07251128,-0.150538878,0.017371807,375,0
90667,63115,1.174220255,0.348579819,0.538438009,1.265450197,-0.275810516,-0.593702081,0.078989312,-0.101103035,-0.088848216,0.013103428,0.151066633,0.53730167,0.290889923,0.309614116,1.127733448,-0.254587578,-0.094103896,-0.666840993,-0.95776112,-0.169998443,0.121261686,0.457208349,-0.040735885,0.412783613,0.569407817,-0.271729683,0.037998914,0.022028702,1,0
51595,45029,-0.740071053,0.388857621,1.499735569,0.974340265,1.120162343,1.099468776,0.783193226,0.067411361,-0.665943928,-0.084059089,0.223588658,0.530881229,0.353951812,-0.104662964,-0.30018087,-0.778508002,-0.117364225,0.157869434,1.542911729,0.409475153,-0.048658589,0.034523352,-0.309910749,-1.129917699,0.604277994,-0.108300585,-0.094327494,-0.160285228,76,0
142828,84964,-1.68120431,2.095226181,0.593687438,2.378738016,-0.853018171,-0.49464297,-0.455452603,1.162871376,-1.608584925,0.098888135,-1.039261703,-0.062974887,-0.072786797,1.114398367,0.672887076,0.793350835,0.104313708,-0.102270973,-0.134795878,-0.449763494,-0.012906209,-0.643633142,0.234032408,0.330175959,-0.237516931,-0.233534136,-0.722365707,-0.16829721,9.76,0
179444,124083,1.056649709,0.508206348,-2.785703036,1.863590051,0.671898935,-0.701918742,-0.089450246,0.126065828,0.385532884,-0.576127005,-1.112329439,0.294101251,1.267716223,-2.01495015,0.860501887,-0.439147186,2.090474277,1.016313081,2.553659722,-0.0094218,-0.124831838,0.020589518,0.531603981,-1.14277614,-0.594402948,0.011310982,-0.255010249,-0.352263867,30,0
281275,170048,-0.374233176,1.107680783,-1.758739131,-0.086378049,3.087457814,3.606599872,0.481328422,1.179482393,-1.104721845,-0.407887521,-0.540486158,0.015734035,-0.401119536,1.043475243,0.012379789,-1.093689841,0.224131327,-0.341734271,0.726519307,-0.085338999,0.203980159,0.521211653,-0.179327482,0.718598952,0.042327296,-0.372906687,0.082706441,0.113520585,23.08,0
268466,163225,1.123584892,-1.542457401,-0.737852404,1.785512555,-0.084404436,1.918596118,-0.483529328,0.481724883,-0.447710274,0.993059456,0.814597127,0.512759822,0.443229739,0.05559719,0.255569496,1.085517334,-0.466886648,-0.991114895,-1.840826975,0.560621483,0.428588182,0.471115943,-0.030731428,-1.515335931,-1.059409276,2.310670785,-0.187446198,-0.026315855,383.29,0
214926,139873,-0.361800632,1.059909802,-0.967155989,-0.598056739,0.777057691,-0.769390352,0.400614394,0.375427998,-0.547273114,-0.910573484,0.963147842,0.135757016,-0.658501361,-0.409220547,-0.291675103,0.787682176,0.344054142,1.021893074,-0.475015726,-0.255829446,0.380276229,0.869727589,-0.093036912,0.643737383,-0.551593133,0.489011069,-0.203136114,0.046318241,0.5,0
81119,58793,-5.623939787,-2.627773668,-0.005437881,2.586177538,-0.746595672,0.811549337,0.037947033,0.437026322,0.679142531,0.788218942,0.651500077,0.706141652,-0.337167086,-0.036907322,0.370375641,-0.596865946,0.668759949,0.185584693,2.070285182,-1.329148944,-0.457309429,0.319968544,-1.159316982,-0.093022746,0.209788424,-0.101762001,-0.935712066,-0.698350613,164.37,0
80196,58372,-3.606734326,3.377375776,-1.160547576,-0.051196045,-2.194418337,-1.295832743,-1.46860464,2.540133723,-0.467466938,-0.12040915,-1.154502521,1.022528477,0.522370067,1.66518407,0.680914812,0.828185154,0.56479454,-0.218490178,-0.167841102,0.08811497,-0.124642092,-0.771350461,0.320421934,0.342412975,0.203019127,0.106450231,0.046885491,0.035016444,9.42,0
204467,135296,0.065807233,0.659303344,-0.422027508,-0.909334653,1.461231366,-0.534903235,0.960530923,-0.221499279,-0.103648285,-0.64862048,-1.569241878,0.094214592,0.886193873,0.191104552,0.193490358,0.010640149,-1.025115382,0.338957695,-0.193337876,-0.081048031,0.397496702,1.225789461,-0.1879239,0.088698322,-0.646622657,-0.306952979,0.24730502,0.26137365,1,0
139155,83042,1.302377965,-0.606529308,-0.681986193,-1.904603396,1.326623107,3.436312447,-1.145126827,0.959147262,1.671301564,-1.02294603,-0.191422973,0.631027341,0.03190727,-0.031425381,1.446626976,-0.121820379,-0.651405237,0.617970477,0.927600045,0.005756655,-0.064208281,-0.080587077,-0.072991079,1.01813597,0.663574772,-0.671322844,0.096800945,0.028696878,1,0
68669,53090,1.303771713,0.52840666,-0.252674591,1.018005931,0.254285565,-0.977450076,0.575937393,-0.359556716,-0.326114123,0.032335906,-0.601787716,0.350542445,0.534606109,0.447583996,0.655999119,-0.134693106,-0.470309194,-0.311662774,-0.120684384,-0.1142984,-0.015555709,0.03974189,-0.194839931,0.059206076,0.916908271,-0.275683346,-0.005179286,0.008233202,1,0
219608,141800,-0.12185309,0.431567528,-0.240220936,1.294039368,0.725176769,-0.972218684,0.882296356,-0.368797486,-0.304565245,0.178656396,-0.920833081,-0.35280632,-0.664418888,0.689388684,0.985320908,-1.950272722,0.931371085,-0.131627343,2.885908421,0.04414419,0.139030578,0.754650424,0.21469846,0.026629047,-0.612978266,0.09802747,0.17137878,0.211059265,19.98,0
112679,72760,1.120720286,0.127451465,0.778056143,1.519503827,-0.470110632,-0.184080251,-0.113575697,0.023314097,0.453380866,-0.171472685,-0.303970418,0.806894969,0.080476105,-0.144750395,-0.258655965,-0.80753425,0.385771317,-0.982602104,-0.522213899,-0.180549587,-0.006501947,0.275578838,-0.057418029,0.428698392,0.629969655,-0.262999093,0.0561794,0.022865027,9.99,0
109492,71408,1.066258704,-0.086093774,1.288930727,1.170612625,-0.679299576,0.612009174,-0.697384261,0.341069539,0.532818406,-0.095847841,1.234897864,1.590495922,0.560139303,-0.26026476,-0.339076722,-0.046788214,-0.257468073,-0.092413247,-0.283685749,-0.112916129,0.024350503,0.304318398,0.00440934,0.04569196,0.333523622,-0.399010464,0.089138713,0.026184723,9.99,0
166130,117882,-3.988737792,2.22156586,-0.135494718,-1.073609885,1.020387836,-0.827028245,1.802568964,-2.436468857,3.507223334,5.142667062,-0.336495475,-1.039282647,-1.254702461,-2.111707112,0.285168876,-1.331687564,-0.865908589,-1.100202527,0.546417105,0.030702314,-0.333489074,-0.332208981,-0.419535658,-0.085310285,-0.95835911,-0.192064493,-3.739744894,-0.510746957,22.14,0
18201,29289,-1.732642427,1.832825293,0.765998472,-0.306580598,-0.597039836,-0.700028657,0.186202759,0.582507127,0.048310782,0.883052931,1.122808755,0.458665176,-0.695959449,0.512918716,0.251786666,0.473706768,-0.473419343,0.20347795,0.183266001,0.455440021,-0.267847744,-0.642514663,0.065673733,0.275906396,-0.017286596,0.076687642,0.551150266,0.309435514,12.98,0
271903,164804,-1.463395462,1.941995683,-2.135600439,-0.673498284,-0.166130665,-1.644827761,0.28137998,0.870857538,-0.59305047,-0.108575508,0.414175042,0.592929866,-1.087038913,1.886077104,-0.505709235,-0.290584874,0.107612652,0.306049789,0.569587572,-0.358129098,0.394862279,0.835681971,-0.022927777,0.102676452,-0.129334074,0.155463412,-0.347805369,-0.058446298,1.69,0
245315,152694,-0.153857474,1.071370136,-0.45766496,-0.67788574,0.829466261,-0.545266037,0.783251148,0.112700649,0.006520656,-0.338494731,1.042647371,0.181072572,-0.967975633,-0.705783499,-0.789568714,0.454862368,0.256365045,0.240120376,-0.080148105,0.085358756,-0.318479589,-0.770181366,0.120040382,0.574622434,-0.461400571,0.100171432,0.327898915,0.130482375,5.16,0
136673,81816,1.22260077,-0.673253071,0.444534069,0.418595146,-0.817585535,0.201416456,-0.651344149,0.000865496,-0.401749359,0.659672199,-1.803683634,-0.243740786,0.593206224,-0.333109905,0.379540927,-1.153199213,-0.43340504,1.748870252,-0.759606026,-0.350540276,-0.262290232,-0.270031738,-0.243804829,-0.623468411,0.636480003,-0.168730224,0.063417293,0.037363604,83.5,0
78598,57607,0.876358159,-0.323257854,0.479376298,1.085302011,0.228392998,1.857955442,-0.489961063,0.688296194,0.40286313,-0.198297066,1.692948036,1.202943755,-0.933420638,0.32442113,0.049914937,-1.481316887,1.010963654,-1.743495644,-1.255082466,-0.233467015,0.132247765,0.617359944,-0.042429823,-1.012124132,0.360651326,-0.178559743,0.093952053,0.00348242,53.7,0
27200,34436,-2.598320633,-3.65757153,-0.355134042,-1.213263185,-2.154533773,-1.131172578,1.125682267,0.121553647,-2.337824691,0.130824142,-1.178218971,-1.696848185,-1.278978714,0.357677636,-0.884978963,-0.596557052,0.956029053,0.234483349,-0.805425404,1.283214399,0.521701045,0.029971396,1.589007146,0.59471993,-0.243273293,-0.387108719,-0.157114868,-0.091548381,676.81,0
188445,127981,0.934372682,-2.025928178,-1.505010505,0.389089315,0.194944888,1.991028429,-0.024580753,0.45379814,0.977754698,-0.423661174,0.789706171,1.411019337,0.166373534,0.252144533,0.15579436,-0.568831897,0.038457971,-1.122224902,-0.407241378,0.722585366,-0.016704933,-0.911634786,0.023099644,-0.977221058,-0.728178292,-0.721736057,-0.024447477,0.029686732,494.44,0
85662,60873,-1.100137284,1.617246606,1.266885993,-0.202729207,-0.11183613,-0.92692491,0.741880979,-0.093461257,0.025395213,0.583729382,-0.162431912,0.513805922,1.041441315,-0.270417496,0.784448059,0.09104721,-0.479569735,-0.523829041,-0.081045398,0.538903834,-0.309429984,-0.579559101,-0.005071978,0.377302641,-0.005119271,0.082016278,0.588771218,0.314307865,5.85,0
250988,155156,-1.129127577,-1.803890627,-0.225813051,0.186539322,-1.925629112,1.1424505,2.610233099,-0.09189032,-0.211494497,-0.892988075,0.275707214,0.339175594,0.42049822,0.083938029,0.003745269,0.826072063,-1.123842481,1.264855212,0.077164988,1.620791761,0.782594924,0.96373449,1.737973584,-0.542719539,-0.57119779,0.286717849,-0.137944521,0.15964984,764,0
267520,162807,-1.813996346,-0.182206792,1.774146095,1.006093506,0.740303903,0.015365299,-0.861886332,0.769741059,-0.423611039,-0.667043984,-1.203751538,0.008264857,0.697721632,0.221044344,1.728817934,0.511414123,-0.465462407,0.8038681,0.311589495,0.394365782,0.268555747,0.17317081,-0.283241064,0.399509259,0.340153877,-0.474073754,0.02882169,-0.168439071,11.4,0
241955,151264,-0.356971751,-0.02342048,-2.062292026,-3.722506573,3.594972723,2.483074886,0.955777798,0.490401865,-1.974218493,-0.201117612,-0.312934116,-1.037244065,-0.542395605,0.495929428,-1.233368678,0.400666839,-0.051940771,-1.843584581,-0.6533279,0.018933033,0.583352706,1.427192433,-0.502019868,0.787007537,0.804509905,0.087208641,0.028187959,0.105833218,30,0
138220,82547,-0.072469234,0.182869516,0.858739078,3.17212548,-0.365100321,1.492411487,0.329591984,-0.62550844,-0.73220186,0.505595687,-1.478613419,-0.742176083,-0.876069374,0.319120835,0.585597915,-0.398056114,0.470144881,-0.413684658,0.863182656,0.374860462,0.64518084,-0.910309997,0.123923436,-0.797329958,0.843521515,0.303165894,0.112604464,0.223589829,241.69,0
196237,131417,-3.20247462,-1.155564633,1.425979932,-2.031843589,-0.506063681,0.770813204,-0.892556667,0.667912407,0.227510852,0.311799492,-0.261743633,0.065750526,0.298460461,-1.307125631,-1.986106791,1.641424678,-0.202803982,-0.541868584,0.866807115,-0.652807035,-0.114482682,0.658543471,0.395121992,0.238580844,0.855204945,-0.214802202,-0.777501356,-0.268894815,35.97,0
38185,39287,-0.911294236,0.66640887,2.199910189,0.226876995,-0.670843053,-0.367087673,1.883664204,-0.660710134,0.003464119,-0.182944519,0.007904462,0.39920343,0.42100955,-0.76709338,-0.36127485,-0.719469103,0.008101327,-0.82942509,0.230530895,0.302879029,-0.284337851,-0.200032558,-0.103967992,0.965689521,0.358172989,0.22020184,-0.12224078,-0.360102278,182.81,0
84648,60402,-3.304031061,1.900056253,2.105761847,0.654501504,-1.805933138,2.871313725,-3.765986866,-6.612803939,0.042548249,1.012646712,0.405013853,1.861338771,0.109630987,-0.708074721,-2.0536287,-2.592970068,1.58561011,1.289938912,0.183533081,-0.422836609,2.837202938,-1.223173412,0.651188582,0.129989189,0.32489951,-0.046962806,0.85316089,0.43288132,16,0
277476,167673,-0.777579716,0.894660236,0.545024383,-0.034219663,1.09352759,-0.447726413,1.162431497,-0.068283182,-0.990419237,-1.131710642,1.142775643,0.518960612,0.355030887,-0.704257659,0.340531818,-0.061969618,0.601023763,0.745509828,1.403170041,0.342530878,-0.207251489,-0.750083449,-0.195166225,-0.590417614,0.561512448,-0.293161823,0.029792566,0.086130551,69.27,0
228545,145558,-2.285160705,-1.139864037,0.188445512,-2.264036647,-0.991346059,-0.534923905,-0.232340337,0.55765544,-0.806287254,-0.293318097,0.250378713,0.128703451,-0.305355633,0.597757886,0.424144689,-0.642786128,-0.440808841,1.831256145,-0.14007578,-0.963505126,-0.539525896,-0.993367859,0.4485724,-0.423011163,-0.706067465,0.260061664,-0.178010592,-0.812362256,78.92,0
228909,145715,-0.232484217,0.680403261,-0.85008293,-2.463606098,1.500617359,-1.353366535,1.896563565,-0.635782858,0.283229179,-0.666309513,-1.111892919,-0.110480439,-0.391205318,0.149563708,-1.20573793,-0.490304079,-0.673426562,-0.862066199,-0.874463046,-0.110555795,0.143093777,0.744009944,-0.230457936,0.699156137,-0.385886666,0.664725836,0.025427757,0.039564744,23,0
143170,85168,1.042124608,-0.359876222,1.300690002,0.578811909,-1.073778419,0.067129347,-0.779897526,0.16849,0.679586322,-0.201187576,-0.109308577,0.504341199,0.743867577,-0.284730263,1.798468203,0.539021125,-0.424052665,-0.099347943,-0.960583597,0.051393393,0.286679285,0.810324832,-0.056836515,0.156300549,0.110456642,0.599123748,0.022357855,0.038699644,65.22,0
111056,72074,-1.578103119,1.664804078,0.44494883,0.500823122,0.250638066,1.314594355,-0.231858489,1.311271225,-0.52543495,0.365276979,2.041813101,0.867771084,-0.816846736,1.066361748,1.45474384,-1.311132438,1.094486357,-1.308651218,-0.996121489,0.040684103,0.251242407,1.040467723,0.088370219,-0.827405781,-0.463351777,-0.229365737,0.284855717,-0.030316881,2.1,0
219137,141614,1.986389215,-0.378962344,-0.594099861,0.120881297,-0.181319907,0.323219253,-0.670567586,0.232288237,1.099704342,0.005955552,0.442845966,0.828351139,-0.302273602,0.203668966,0.119614883,0.508688438,-0.903781511,0.444715569,0.330829665,-0.216323336,-0.166843991,-0.39948565,0.356723343,0.163100895,-0.405362746,-0.64040932,0.027474861,-0.040919418,0.99,0
279025,168597,-0.113057277,0.829479433,0.182760374,-0.870537367,0.67534789,-0.570425994,1.06437533,-0.207989985,0.16486585,0.295695819,0.418181546,0.24423965,-0.728623789,0.144661415,-0.952185136,0.148221547,-0.874885797,-0.083056227,0.331381107,0.137500376,-0.325693007,-0.582423733,0.000730202,-0.436272311,-0.46300695,0.124016266,0.184285776,-0.082601439,8.92,0
74971,55836,-8.075986099,5.015342996,-6.86075333,1.058693001,-4.675504311,-1.107686656,-2.680516565,5.163356924,-0.576430454,0.763342411,-2.611450047,2.676217058,2.553019107,3.445807399,0.404109697,1.193422764,1.505580835,0.258301785,0.214366683,0.15809311,0.183170968,-0.012529799,-0.02027942,-0.388197933,0.231271407,-0.325840575,0.177174756,-0.060890523,89.99,0
188757,128113,2.153969034,-0.852910474,-3.070666112,-1.342184155,2.19486947,3.182007585,-0.539460328,0.635973789,-0.820495177,0.928815362,-0.359585172,0.032210699,-0.050935619,0.472463362,-0.170895822,-2.140977508,0.102722,0.385194145,-0.692210406,-0.535414068,-0.389905243,-0.598496393,0.184596375,0.718796215,0.097210942,0.581624005,-0.055112077,-0.075760626,22.22,0
263738,161091,-2.377789005,-7.912671029,-2.951339,2.395639336,-2.543561618,1.878537065,1.993991145,-0.151344826,-0.219834746,-0.240821779,-0.845630841,-0.020624845,-0.525279254,0.609656346,0.808330099,-2.065896403,0.846185058,-0.033706568,-2.699124939,3.691389078,0.672591255,-2.420962991,-1.365990635,-1.167432123,-1.549990426,-1.197623668,-0.29980731,0.35027593,2237.64,0
47343,43179,1.179803068,-0.819815496,-0.055532665,-0.486343631,-0.76858832,-0.590234348,-0.217172428,-0.179443486,-0.761467236,0.491664674,-0.283356413,-0.444247922,-0.078352921,-0.131692302,0.041889821,0.24945134,0.907805846,-2.081322229,0.42326209,0.222000846,0.240469055,0.542259962,-0.225801923,0.141753291,0.674885864,-0.046698728,-0.013160897,0.018637621,115.4,0
113138,72950,-0.744072242,0.001844634,0.432456043,-1.356430511,-0.837863404,-1.161750773,0.847510628,-0.198936295,0.605121992,-1.165976955,-0.078006878,0.805915377,1.002658776,0.118250024,1.725878282,-0.724878553,0.047903201,-0.015543518,1.451934678,-0.022229826,0.024417939,0.410759757,0.494369057,0.458649616,-0.184370228,-0.013489949,-0.229866039,-0.336297383,148.24,0
26161,33936,-1.917488642,1.741019675,0.787199232,1.776060484,0.48842046,1.182634601,-0.1723998,1.246410157,-1.487756693,0.146808351,0.418734877,0.864221336,0.750342265,0.692329851,1.12763074,-0.634238163,0.979579142,-2.386691303,-2.428082677,-0.459938267,0.118932368,0.319103362,0.459661189,-0.668130027,-0.708526218,-0.190817251,-0.141289631,0.041630894,3.09,0
6426,7610,-0.420729092,0.876245769,1.846850714,1.240651421,0.328009997,-0.16701218,0.53423748,-0.227103693,1.055829953,-0.119052535,0.028513072,-3.112895696,1.428848561,1.44192754,0.796252909,-0.070297847,0.274473972,0.68070614,0.627439015,0.326982406,-0.226311568,-0.202164671,-0.070256776,-0.240071251,-0.256847223,-0.413366861,0.207012722,-0.016189805,36,0
194222,130488,1.798247487,-0.571986127,-1.783493893,0.298030963,0.428836933,-0.265522851,0.430527128,-0.294386539,0.465417088,-0.053638288,-1.361569992,0.644835617,1.076121768,0.043438071,-0.202783164,-0.036430356,-0.530049887,-0.689945784,0.440492758,0.227494711,-0.191661254,-0.753757433,0.066968604,0.07876324,-0.1068991,0.265374893,-0.105310502,-0.032379362,172.35,0
193175,130026,2.327462098,-1.339755833,-1.463689832,-1.938702605,-0.447138521,0.285252522,-1.080015386,-0.065338321,-1.594762394,1.710096903,-0.101426895,0.0746497,1.577970382,-0.478676811,-0.916200292,-0.143219536,-0.200198988,0.598292428,0.564533295,-0.285857407,-0.176311554,-0.014275155,0.099621439,-0.338979726,-0.003001441,-0.152175743,0.004003995,-0.061593779,23.66,0
149371,91098,-0.259692962,1.242552757,-0.745445037,-0.311639938,0.765458614,-0.75401824,0.502014883,0.269069083,1.133142063,-1.427239338,-0.138454072,-2.706525234,1.4229672,0.792565619,-0.95940234,0.505002777,1.208840467,0.213524395,-0.358831155,-0.091430082,-0.451480676,-1.107375148,0.173145681,0.297993668,-0.397639545,0.089029967,0.064457111,-0.000168355,17.98,0
173722,121615,2.0380089,-1.773265714,-0.935876132,-1.365433266,-1.546140592,-0.871017572,-0.933086578,-0.268409367,-1.135942408,1.50622011,-1.054985846,-0.887492836,0.203944135,-0.366930645,-0.089549108,-0.573223985,0.551165973,-0.145725768,-0.227709305,-0.202187827,-0.117666451,-0.106496863,0.150108695,-0.107235707,-0.300497742,-0.207000604,-0.007153378,-0.027503214,143.99,0
40693,40357,-7.071730076,5.788320987,-0.826295562,-2.198842828,-0.462403065,-0.669116775,1.762754744,-1.068876094,6.728079951,11.32631576,2.21985669,-0.455458523,-1.282916491,-3.309837946,1.020345372,-0.766660618,-1.784926451,-0.338886158,-0.467048682,4.559987388,-1.638363001,-1.050033117,-0.027901363,-0.176647465,1.148703089,-0.092181353,1.36844812,-0.363503606,10.74,0
185171,126548,2.218207785,-1.832886442,-1.489059117,-2.673904113,0.545274379,3.80251508,-2.302604104,1.023593169,-1.047436674,1.584948325,-0.064579121,-0.767841388,0.618093725,-0.470914257,1.268742223,0.130579493,-0.031168941,0.280682396,-0.688641656,-0.306070056,-0.095364888,0.030218246,0.400940603,0.659887798,-0.569231401,-0.262499897,0.072282404,-0.033640856,24.67,0
100201,67449,-1.036030345,1.052773216,0.626848606,-0.972685173,0.149440006,-0.116556068,0.27277659,0.090523337,0.148978209,-0.103962151,-1.005627079,-0.488326417,-0.301706647,0.130175771,1.324283541,0.119156801,-0.256445495,-0.474844488,0.186968046,-0.164683174,0.00790664,-0.207746483,-0.125310278,-0.718540229,-0.235542259,0.911703908,-1.034202425,-0.26447941,2.92,0
266221,162240,2.060312486,0.101686011,-1.707173934,0.435421562,0.346748483,-0.910063877,0.159137522,-0.210644262,0.570038628,-0.365793163,-0.627577333,-0.119877414,-0.462063447,-0.737200999,0.260865148,0.332213101,0.515327244,-0.253026724,0.04213874,-0.17776203,-0.364707384,-0.984678491,0.344606641,0.55411484,-0.282397268,0.170719204,-0.067242076,-0.03015784,7.99,0
140317,83656,1.04062018,-1.004609044,1.66856889,0.730327348,-1.662310676,0.997837032,-1.532959444,0.521916135,-0.020982729,0.738843107,0.626193871,0.618132271,-0.304681808,-0.462949654,-0.379800903,-1.314008415,0.007575938,1.81204452,-1.280468281,-0.484240046,-0.082948953,0.359784437,-0.050964447,0.007000466,0.212508034,-0.164086767,0.122072597,0.042206002,62.99,0
242622,151570,1.998877429,0.544595001,-2.30865596,0.684067245,0.544382849,-1.54023059,0.278368712,-0.273017484,0.23539219,-1.031775275,1.986341382,0.51180213,-0.078247715,-2.340808353,0.358186243,0.938363732,1.550379383,1.729919653,-0.444316867,-0.142958144,0.155799293,0.618365107,-0.048989317,-0.135776123,0.216931089,-0.12602295,0.016712466,-0.001295558,1,0
268961,163461,-0.558883452,0.726585731,0.791213052,-0.669749544,0.502011132,-0.058551878,1.005511553,-0.088431636,-0.119095834,-0.700155324,-1.351343478,-0.306588411,-0.093349441,-0.020574867,-0.024608619,0.164519417,-0.620503111,-0.079637784,-0.049679689,-0.107033448,0.01069752,0.043777833,-0.114716775,0.491909523,-0.05053366,0.20160701,-0.026885854,0.110277843,58.85,0
200874,133619,2.06995658,0.038866165,-2.333138533,0.453192376,0.55716724,-1.517108831,0.802782138,-0.414275271,-0.139396904,0.486473786,0.707250122,-0.142205122,-2.204014168,1.431106829,-0.7224044,-0.60741128,-0.157974206,-0.077867963,0.197476959,-0.364159754,0.312725927,0.96370788,-0.160916211,0.069550983,0.559744478,0.708905325,-0.137820325,-0.105676464,10,0
273080,165409,1.534211374,-1.584179921,0.749069999,0.867847749,-1.878578124,0.730801336,-1.482782461,0.46057922,2.374951457,-0.235666781,-0.051455416,1.283618282,-0.577465105,-1.010550173,-2.143171636,0.057244922,-0.076944987,0.444880332,0.440183607,0.086636391,0.21899772,0.789413006,0.041606912,0.167841818,-0.508417035,0.698827949,0.005727681,-0.018773367,168.06,0
191238,129172,-2.754608437,2.14211724,-0.110636985,-1.451653536,-0.83809233,-0.183882599,-0.300549634,0.716683533,1.654256596,1.326695145,0.176060565,0.568457638,-0.616201474,-0.058579979,-0.208519762,0.593187483,-0.829874409,0.501114005,0.15775212,0.349386075,-0.224854604,-0.589161624,0.020314823,-0.565674488,0.042734799,-0.322484656,-0.46489034,0.082804808,19.18,0
264483,161450,-0.227811053,0.983470067,-1.058095661,-1.848780392,0.465376151,-1.991664256,1.124027333,-0.165951718,-0.179252217,-1.108252801,-0.830339629,0.215017748,-0.100872631,0.92165963,0.172038431,-0.603808245,-0.095386279,-0.486971868,0.317819915,-0.293833115,0.217069297,0.522043858,-0.211899104,0.125180026,0.016653292,0.534416218,-0.295426041,-0.062469068,3.41,0
62155,50156,1.04996477,0.056619893,-0.02619535,0.997369497,0.089944248,-0.383384801,0.434694171,-0.268779125,-0.191521633,-0.110740506,-0.819061073,0.788090011,1.710685527,0.05377816,0.895943196,0.346891962,-0.842289311,-0.21334147,-0.025377019,0.240923845,-0.139802388,-0.609225315,-0.18054218,-0.446458842,0.574197918,-0.529264645,0.003846327,0.043388759,131.16,0
131363,79574,-0.649949884,1.161124709,1.558820618,-0.250220354,0.506098672,-0.398118522,0.894457248,-0.185155743,-0.61505121,-0.112602942,1.355893144,0.608276511,0.508912511,-0.562084246,0.221449006,0.514313258,-0.471382481,0.393126629,0.405230442,0.241737818,-0.25529183,-0.554899145,-0.192346446,-0.029770301,-0.125648445,0.050539341,0.003734434,-0.06480372,3.57,0
57672,48009,0.977761721,-0.255295562,1.218804584,1.559701149,-0.436150086,1.409182884,-0.67829662,0.54737099,0.927151878,-0.307704489,0.888992547,1.968309987,0.02031067,-0.593045359,-2.191624966,-1.265817828,0.786048235,-1.361882621,0.093208045,-0.189175712,-0.326125218,-0.461877785,0.091326297,-0.268319477,0.331383868,-0.499715995,0.105267649,0.017410209,18.49,0
129401,79072,1.21401326,0.146144214,0.067448592,0.102395808,-0.27599666,-1.273871415,0.457925819,-0.395260577,-0.251078532,-0.19133949,0.052190513,0.896400881,1.206440524,0.201303165,0.728052797,0.067819874,-0.267703284,-1.145020817,0.257380412,0.093038731,-0.403056845,-1.259938053,0.155282256,0.440537581,0.123538347,0.613251549,-0.101910697,0.014188349,52.49,0
136116,81555,1.22913966,0.015654851,-0.417674335,-0.276703415,0.328441464,-0.278657102,0.338477892,-0.169758498,-0.414065016,-0.023081266,0.685730862,1.136423695,1.209041928,0.354436854,0.127716128,0.612210331,-0.935960174,-0.251252659,0.984038277,0.159772281,-0.421969474,-1.379008686,-0.011160473,-0.785453229,0.240706687,0.667305098,-0.110403598,-0.005917447,64.99,0
236849,148987,1.242204216,-0.498559562,-1.176075013,3.954839254,0.361610436,0.254794042,0.772583648,-0.183044637,-1.094441047,1.244472926,-1.20287646,0.048767553,0.538639464,0.243010571,-0.838037607,0.864756592,-0.803565025,-0.727531222,-1.392040856,0.50262171,-0.062079942,-1.013476806,0.052412699,0.60999362,-0.340548708,-0.41178328,-0.107488314,0.027160996,368.54,0
103126,68508,-0.534552422,0.896373774,1.821569293,0.917716479,0.344975175,-0.005447777,0.477420758,0.144013015,-1.118067369,-0.147805453,1.745419408,1.014240922,0.566378653,0.354770478,0.638384348,-0.382687954,-0.117045951,0.070465155,0.205980886,0.087539488,0.223133204,0.643443022,-0.286712785,0.24778754,0.472029579,-0.146504648,0.020131537,-0.019304054,8,0
