@relation csv_result-credit_edit20_clustered

@attribute Instance_number numeric
@attribute id numeric
@attribute source_0 numeric
@attribute source_1 numeric
@attribute source_2 numeric
@attribute source_3 numeric
@attribute source_4 numeric
@attribute source_5 numeric
@attribute source_6 numeric
@attribute source_7 numeric
@attribute source_8 numeric
@attribute source_9 numeric
@attribute source_10 numeric
@attribute source_11 numeric
@attribute source_12 numeric
@attribute source_13 numeric
@attribute source_14 numeric
@attribute source_15 numeric
@attribute source_16 numeric
@attribute source_17 numeric
@attribute source_18 numeric
@attribute source_19 numeric
@attribute class {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13}

@data
477,478,-0.043752,-0.018049,-0.035032,-0.003126,-0.012463,-0.023192,-0.03059,0.003188,0.055106,-0.002903,-0.003177,0.010191,-0.021211,-0.047656,0.000553,0.002912,-0.012755,0.010377,-0.000068,0.003419,1,cluster10
478,479,-0.044525,-0.002815,-0.007165,0.02409,0.024756,-0.022792,-0.007176,0.003639,0.051049,-0.040817,0.006426,0.054158,0.002325,0.009946,0.011991,-0.039497,-0.052526,0.011223,0.001816,-0.021558,1,cluster2
479,480,-0.034915,0.003825,-0.008417,0.030478,0.010787,-0.009881,0.00373,-0.035385,0.027035,0.033458,-0.018724,-0.00639,0.007953,0.03144,0.010599,-0.013922,-0.039651,0.016429,0.001029,0.004616,1,cluster2
480,481,-0.00832,0.014737,0.027385,0.02768,-0.01528,0.0087,-0.036233,0.009886,0.051026,0.021244,0.045201,-0.013756,-0.019549,0.045127,-0.002259,-0.011929,-0.084915,0.021037,-0.068192,-0.014066,1,cluster2
481,482,-0.160657,0.011592,-0.011024,0.015122,-0.168739,-0.049501,0.04907,-0.084562,-0.103008,-0.043397,0.048072,0.095601,0.02366,0.017619,-0.07469,0.03272,-0.055551,-0.065944,-0.066994,0.055207,1,cluster6
482,483,-0.070429,-0.090113,-0.009309,-0.078237,0.053368,-0.1374,-0.065137,-0.060064,0.015872,-0.101578,-0.010526,0.012659,-0.000427,0.066151,-0.130886,0.138099,-0.090596,-0.075606,-0.03129,0.164672,1,cluster1
483,484,-0.048024,-0.004753,0.001522,-0.006168,0.030687,0.007021,-0.026894,-0.044685,0.013749,-0.008106,-0.016654,0.023295,-0.014305,0.006637,0.031875,-0.020259,-0.0013,-0.000189,-0.002619,-0.004824,1,cluster3
484,485,-0.049074,-0.000781,-0.050915,-0.00253,0.022446,0.024551,-0.014104,0.008984,-0.009926,-0.018214,0.001159,0.045303,-0.011843,0.01375,0.037122,-0.009285,-0.030709,-0.043822,-0.066405,-0.022758,1,cluster2
485,486,0.002247,0.020717,-0.003337,0.016471,-0.020173,-0.055531,-0.02446,0.008528,0.040815,0.002247,0.026224,0.039362,0.031443,0.010739,0.029995,0.004549,0.013485,-0.024146,-0.006018,-0.029416,1,cluster9
486,487,-0.051162,-0.007253,-0.051731,0.005157,-0.010394,0.015948,-0.021334,-0.004623,0.016319,0.023875,0.001179,0.01529,-0.02214,-0.013298,0.040977,-0.035237,-0.023287,-0.015087,-0.002973,-0.024983,1,cluster10
487,488,-0.01701,0.005321,-0.05654,0.032268,0.000156,-0.041125,-0.018787,-0.006161,0.033138,0.032323,-0.00857,-0.026918,-0.013306,0.03264,0.013891,-0.013524,-0.055572,0.026339,0.007782,-0.010116,1,cluster2
488,489,-0.008337,0.008008,-0.033125,0.03306,-0.007727,-0.028519,-0.008349,0.012984,0.027252,-0.02099,0.021636,0.024351,0.044979,0.02982,-0.013656,-0.00827,-0.018739,0.005292,0.011717,-0.013551,1,cluster9
489,490,0.010063,0.000235,-0.030874,0.060605,0.008102,-0.01138,0.012199,-0.023078,-0.002862,0.004002,0.037245,0.012894,0.01109,0.024698,0.049765,0.042662,-0.003233,0.016059,0.025962,-0.001069,1,cluster2
490,491,-0.024969,-0.014026,-0.020157,0.053597,-0.013157,-0.028684,-0.01778,-0.01909,0.031375,0.016933,0.00934,-0.042054,-0.009161,0.045314,0.022742,-0.003828,-0.041934,-0.015987,-0.014087,-0.008155,1,cluster2
491,492,0.002656,-0.012911,-0.026696,0.008658,-0.016119,-0.01997,-0.027617,0.017966,-0.025109,-0.016304,0.01071,0.043567,0.018807,0.020663,-0.013355,0.00095,0.002826,-0.014803,0.017297,-0.031381,1,cluster9
492,493,-0.005937,-0.0097,0.006818,0.006831,0.002103,0.008028,-0.03849,-0.044243,-0.010759,-0.009075,-0.024654,-0.018739,0.032933,0.026937,0.011504,-0.016719,-0.008911,0.015373,-0.00636,-0.014042,0,cluster3
493,494,-0.035355,0.028549,0.055904,-0.031117,0.011647,-0.047498,-0.018922,0.013372,0.012456,0.003165,0.023104,0.003531,0.01345,0.021848,-0.021326,-0.063145,-0.007328,0.00049,0.007144,-0.020991,0,cluster9
494,495,-0.028408,0.036891,0.029904,-0.009153,0.016959,-0.049479,-0.034038,-0.014974,0.033235,-0.022092,0.015724,0.009034,0.019207,0.025275,0.022121,-0.020676,-0.004187,-0.005233,-0.011221,-0.037007,0,cluster9
495,496,0.014676,0.001009,0.013965,0.028976,-0.025714,-0.035054,0.053639,0.058047,-0.024206,-0.019393,0.033657,-0.000121,-0.001201,0.019072,-0.024483,-0.03269,-0.019834,0.0569,0.048612,-0.017298,0,cluster12
496,497,-0.021054,-0.022122,0.00852,-0.011696,0.000165,0.010417,0.00558,-0.053886,-0.002362,0.0111,-0.020431,-0.01845,0.015816,0.043684,0.014014,-0.000002,0.000636,-0.026554,-0.014322,0.017189,0,cluster3
497,498,0.050529,0.036548,0.015531,-0.040524,-0.009454,0.043775,-0.010958,0.014234,0.003124,-0.007829,-0.006399,0.024389,0.016083,0.001038,-0.041264,0.003843,0.010228,-0.001234,0.003243,-0.019768,0,cluster11
498,499,0.034859,-0.066833,-0.018771,-0.014847,-0.016752,0.000662,-0.010145,0.008045,-0.00399,0.014255,0.015761,0.033155,0.049785,-0.014752,-0.005968,0.002758,-0.069482,0.030983,-0.013367,-0.019539,0,cluster11
499,500,0.023753,0.023864,-0.001568,0.013561,0.009198,0.035577,0.005728,-0.011578,-0.018094,0.02114,0.020772,-0.002963,0.049727,0.034829,-0.010316,-0.001257,0.026399,0.001413,-0.003055,0.021437,0,cluster3
500,501,0.012518,0.058461,0.06135,-0.004633,0.029026,0.009988,-0.003661,0.005137,0.027802,0.031784,0.010868,0.008067,0.030611,0.038813,-0.025204,-0.025137,0.008143,0.004861,-0.007724,-0.01192,0,cluster9
501,502,0.00936,0.012698,-0.029976,-0.017529,0.031951,0.045081,-0.04239,0.008581,-0.050684,0.009996,0.046855,-0.054097,0.008615,-0.03959,0.045615,0.028406,-0.002271,0.032097,-0.023482,0.044463,0,cluster12
502,503,-0.030729,0.011498,-0.014795,-0.002634,0.04846,0.046424,-0.045349,0.008391,-0.010656,0.024486,-0.003794,-0.021451,0.007928,0.041348,0.025296,-0.018927,-0.009712,0.011109,-0.042275,-0.00789,0,cluster3
503,504,0.031399,0.006837,0.022414,-0.014166,0.012672,-0.023395,0.014129,0.022866,-0.083586,0.014566,-0.053034,0.024666,-0.025169,-0.001173,-0.042296,-0.027376,0.018862,0.003816,0.009293,-0.017264,0,cluster12
504,505,-0.007994,0.0366,0.035852,-0.008107,0.014801,-0.030067,0.011232,-0.021643,0.01764,0.031337,0.019207,-0.015632,0.001712,-0.010599,0.037971,-0.03178,0.016398,-0.005002,-0.00512,0.017662,0,cluster12
505,506,0.012242,-0.026211,-0.008682,0.016625,0.000868,0.01897,0.016434,-0.031298,-0.000002,-0.019085,-0.014953,-0.032137,0.022979,0.012886,0.019176,-0.001242,-0.002675,0.00579,0.017864,0.016236,0,cluster3
506,507,0.020402,0.005366,-0.027676,0.029517,-0.010023,0.011034,-0.006013,-0.001992,-0.021169,0.061078,-0.029549,-0.030521,0.019938,0.009259,-0.002618,-0.028234,-0.019783,0.025474,-0.045604,-0.006741,0,cluster3
507,508,-0.004801,-0.007056,-0.002923,-0.008407,-0.094888,-0.017921,0.027034,0.02246,-0.038555,0.045028,0.026135,0.046409,-0.01163,0.065829,-0.058242,0.044455,-0.102192,0.067492,-0.069299,0.029196,0,cluster6
508,509,-0.008915,-0.017255,0.054566,0.002949,-0.005393,-0.009809,0.017533,0.047059,-0.041644,0.001778,-0.074803,0.003848,0.02947,0.028391,0.010794,0.036006,0.04133,0.004205,0.014308,-0.004898,0,cluster7
509,510,-0.043532,-0.002259,0.006201,-0.017689,-0.06384,0.008586,0.050227,-0.0049,-0.091856,-0.026764,0.001383,0.037903,0.022117,0.068316,-0.037129,0.047001,-0.084533,-0.005668,-0.067845,0.074754,0,cluster6
510,511,-0.036124,0.005606,-0.019361,0.021421,-0.00521,-0.036559,0.039341,0.08352,-0.037921,-0.029602,-0.024111,-0.021018,-0.020081,-0.009138,0.059948,0.076811,0.006383,0.011802,0.044361,-0.035126,0,cluster7
511,512,0.008959,-0.011952,0.009044,-0.022463,0.004469,0.065411,-0.024567,-0.001438,-0.008064,0.033489,0.030961,-0.031869,0.007864,0.014133,-0.025416,0.021455,0.008325,0.016989,-0.041799,0.008897,0,cluster12
512,513,0.010785,-0.029633,0.027792,-0.012913,0.011543,0.044958,-0.002573,-0.006286,0.003992,0.007464,0.009036,0.011784,-0.014089,-0.012823,-0.02629,-0.01595,0.019494,0.00064,-0.033698,-0.010794,0,cluster3
513,514,0.02751,-0.029976,-0.022798,0.025942,0.010229,-0.000856,0.011812,-0.039818,-0.030927,0.003709,-0.03168,-0.056684,-0.00978,0.038877,0.018256,0.007466,-0.016341,0.019163,0.024615,-0.019505,0,cluster12
514,515,0.005066,0.016377,-0.014929,-0.043424,-0.001123,0.027308,-0.008111,0.001504,0.018849,0.002248,-0.007749,0.000605,-0.002144,-0.000707,0.019155,-0.014109,0.00519,-0.01608,-0.006997,0.001129,0,cluster3
515,516,0.030982,0.021591,0.02767,-0.016299,0.014671,0.008566,-0.004598,0.020867,-0.044905,0.00343,0.016447,0.030453,-0.004321,-0.02222,-0.041766,-0.023748,0.008033,0.02498,-0.003067,0.001308,0,cluster12
516,517,-0.032717,-0.027361,-0.007185,-0.037532,0.016063,0.028029,-0.022003,0.014594,0.002241,0.012624,0.005952,0.015143,0.000514,0.016764,0.030565,-0.020393,-0.004418,-0.003078,-0.018725,0.010597,0,cluster3
517,518,-0.00449,-0.043127,0.020082,0.000322,-0.013081,-0.02406,0.005931,0.004642,-0.020818,-0.059367,-0.013093,0.036045,-0.028006,-0.011056,-0.040159,-0.021932,-0.000404,0.001522,0.028853,-0.012675,0,cluster12
518,519,0.019571,-0.050678,-0.007127,-0.029186,0.019646,0.016578,-0.011197,0.014055,0.002711,-0.012074,0.037341,0.063913,0.027331,-0.027622,0.007515,-0.018284,-0.045498,0.017432,-0.003811,-0.001087,0,cluster12
519,520,0.052394,0.029343,-0.003219,0.023324,-0.002696,-0.028566,0.027806,-0.019413,0.015282,-0.071436,0.049874,-0.03798,0.003504,0.026252,0.026863,0.082478,-0.046229,0.087322,0.018939,-0.076688,0,cluster6
520,521,0.017467,0.018848,-0.034267,0.033869,0.025562,0.011463,0.034133,-0.002978,0.007286,-0.022145,0.001837,-0.00054,0.044931,0.011855,0.03422,0.006689,0.001391,0.005187,-0.015731,0.023561,0,cluster3
521,522,0.067878,0.003471,0.02214,-0.048828,-0.047003,-0.034306,-0.000587,0.012145,-0.052955,-0.036714,0.062395,-0.003017,-0.037757,-0.002086,0.008074,-0.042672,0.067613,-0.029709,-0.075933,0.009841,0,cluster6
522,523,-0.029511,-0.023249,0.002039,-0.0145,0.015053,0.031234,0.00803,-0.012887,-0.01358,0.029886,-0.028703,0.005238,0.033012,0.00408,-0.001865,-0.006725,-0.039994,-0.002896,0.003968,0.014273,0,cluster3
523,524,-0.01447,-0.006777,-0.000839,0.007495,0.044476,0.011562,0.01566,-0.03635,-0.028109,-0.026462,0.002884,-0.017403,-0.001776,0.007013,0.039303,-0.010346,0.003373,0.006697,0.014566,0.017878,0,cluster3
524,525,0.039046,-0.068188,-0.042041,-0.02075,-0.037031,-0.022874,0.038938,0.02383,-0.012411,0.029802,0.037045,0.06594,0.009246,-0.02232,0.009936,-0.012147,-0.019011,-0.039777,0.035505,0.005264,0,cluster12
525,526,-0.015081,0.011961,-0.005171,-0.039412,0.013494,0.018116,-0.006871,0.02013,-0.008451,-0.011311,-0.00328,-0.00357,0.005329,0.007713,-0.009524,-0.040697,0.001212,-0.015949,0.00591,0.009114,0,cluster3
526,527,-0.027471,-0.016378,0.014461,-0.005397,0.010562,-0.014442,-0.013948,-0.02197,0.01168,-0.050403,-0.00472,0.039751,0.002816,-0.009094,0.002957,-0.063763,-0.002253,0.006728,0.00304,0.01584,0,cluster3
527,528,0.007596,-0.00078,-0.000977,-0.037391,-0.016487,0.03578,-0.033692,-0.01219,0.015979,0.012625,0.013422,0.008862,0.00831,0.020521,-0.005148,-0.006194,0.013994,-0.021868,0.010774,-0.006549,0,cluster3
528,529,0.038792,0.026474,-0.009093,-0.02498,-0.017189,0.02217,-0.018086,-0.004099,-0.013813,0.009699,0.009427,0.038574,0.007769,0.001944,0.008095,0.025728,0.029311,-0.020457,0.004976,-0.012627,0,cluster3
529,530,0.000094,-0.115973,-0.025738,0.023717,0.012756,0.012714,0.043538,-0.010448,0.032758,-0.021962,0.012821,-0.044089,0.040021,-0.005768,-0.06521,0.002831,0.05694,0.095424,-0.129243,-0.07657,0,cluster6
530,531,0.005973,0.014022,-0.001154,0.001457,0.01353,0.02363,0.017998,-0.012448,-0.015929,0.005559,-0.024847,0.004282,0.047728,-0.018304,-0.010854,-0.011261,0.008804,-0.003642,-0.009879,0.018156,0,cluster3
531,532,-0.027958,0.015566,-0.013561,0.033393,0.043583,0.018305,0.00467,0.019302,0.012251,-0.01773,0.001217,0.043077,0.044879,0.037715,0.012426,-0.020867,-0.015477,0.009315,-0.026846,-0.005609,0,cluster3
532,533,0.005557,-0.012818,-0.023687,0.024851,-0.006618,0.005059,-0.028028,-0.019691,0.005754,0.002425,-0.015306,0.016597,0.059607,0.019662,0.011337,-0.002073,-0.002687,-0.004782,-0.02109,-0.010254,0,cluster3
533,534,-0.071661,-0.027691,0.017394,-0.016001,-0.020118,-0.009647,0.015569,0.058299,-0.023535,0.019296,0.004943,-0.01727,-0.014907,0.010157,0.054871,0.042688,0.029882,0.003636,0.046172,0.003606,0,cluster7
534,535,0.073,0.031706,0.035695,-0.042197,-0.033693,0.04917,-0.008002,0.010299,0.030021,0.010689,0.003002,0.034975,-0.010814,-0.000824,-0.03956,0.020151,-0.004447,0.037528,0.005799,-0.053943,0,cluster11
535,536,-0.040166,0.013873,0.052037,-0.025525,0.039711,-0.025233,0.012658,0.038261,0.051251,0.016482,-0.052418,-0.072742,-0.013307,0.050611,0.006059,0.03498,0.01949,-0.029912,0.015514,0.019881,0,cluster7
536,537,0.071757,-0.006509,-0.001232,-0.033808,-0.030468,-0.00111,-0.023681,0.000761,-0.009048,-0.029317,-0.037725,0.015772,-0.016616,-0.00753,-0.036099,0.031076,-0.037283,0.014913,0.020206,-0.094158,0,cluster11
537,538,-0.013243,-0.007592,0.001863,-0.020285,0.009835,0.007942,-0.011663,-0.063908,-0.012192,0.01484,-0.025814,-0.01258,0.029237,-0.007848,0.016801,-0.01339,0.004947,-0.007647,-0.014715,0.003498,0,cluster3
538,539,0.027105,0.040243,-0.061775,0.016313,0.054486,-0.024009,0.015974,-0.019757,-0.036167,-0.024155,-0.00749,0.001427,-0.051179,0.025619,0.055561,0.048068,-0.011385,0.014063,0.020085,-0.028924,0,cluster12
539,540,0.002722,-0.014458,-0.053117,-0.014081,-0.004712,-0.038981,-0.04549,0.007909,-0.032377,0.033581,0.008913,0.004723,-0.026764,-0.045212,0.076601,-0.00639,-0.023277,-0.002698,-0.030839,0.032048,0,cluster12
540,541,0.01105,0.006113,0.039085,-0.009898,0.043794,-0.012919,0.003272,0.012745,0.03302,0.0179,0.054644,0.009534,0.065475,0.017388,-0.020127,-0.026664,-0.062845,0.036306,-0.022451,-0.007763,0,cluster12
541,542,-0.020083,-0.015343,0.004641,-0.044286,-0.015256,-0.006136,-0.043548,0.026839,-0.012608,-0.00127,0.043776,0.005607,-0.026559,-0.001436,-0.007925,-0.04559,-0.020963,0.026923,0.037134,-0.010172,0,cluster12
542,543,0.019415,0.019414,0.021461,0.00593,-0.033964,-0.03869,-0.027927,0.010265,-0.054756,0.054975,0.042826,0.016563,0.028675,0.024468,-0.019154,0.027481,-0.017331,0.025003,-0.037471,0.014565,0,cluster12
543,544,0.022459,0.002623,-0.008592,-0.00753,0.003497,0.042756,-0.011386,-0.034618,0.006573,0.022121,-0.011773,-0.024606,0.031909,0.001849,-0.00504,-0.018731,0.012666,-0.02239,-0.037013,0.009076,0,cluster3
544,545,-0.008361,0.01552,0.049534,0.001613,-0.066178,0.041501,-0.025814,-0.016553,-0.036602,0.011192,-0.017977,0.010777,0.042085,-0.039769,0.023858,0.07738,0.065912,-0.000069,0.027842,0.033179,0,cluster7
545,546,0.006749,0.027336,-0.026861,-0.009054,-0.009142,-0.037343,-0.054302,0.002261,-0.038288,0.024682,-0.031583,0.050663,0.017547,-0.016575,0.016989,-0.034956,-0.020875,0.019909,-0.040212,-0.017067,0,cluster12
546,547,-0.015155,-0.013705,0.014224,0.049334,-0.038901,-0.031024,0.018974,0.061606,-0.0185,0.014196,-0.056823,-0.007708,0.009854,0.020973,0.078515,0.052739,0.008607,0.016444,-0.047483,-0.001871,0,cluster7
547,548,-0.013675,-0.015974,-0.001192,0.042469,0.036582,0.025622,0.010742,-0.051034,0.020425,-0.012179,0.009628,-0.043611,0.057817,0.065277,0.007556,-0.014342,-0.011147,0.011302,-0.009868,0.000343,0,cluster3
548,549,0.011327,0.006614,-0.030579,-0.009013,-0.016478,-0.01265,0.025304,-0.025063,0.012888,0.010092,0.024527,-0.009499,-0.015445,0.006275,0.061606,0.017643,0.001525,-0.002641,0.013559,-0.005893,0,cluster12
549,550,0.045403,0.021962,0.036615,-0.026624,0.006393,0.051859,0.012337,-0.015052,0.046771,0.021404,-0.017844,0.054297,-0.015125,-0.02913,0.006516,0.017441,-0.007963,0.040697,-0.038129,-0.046938,0,cluster11
550,551,0.02149,-0.015235,-0.031578,0.006297,-0.024645,-0.005898,-0.02143,0.026393,-0.016298,-0.022877,-0.008022,0.038067,0.011791,0.001932,0.016581,0.00818,0.008861,-0.016164,0.012749,-0.021056,0,cluster9
551,552,-0.008058,-0.007548,-0.004133,0.04281,0.005988,-0.003039,-0.041626,-0.009087,-0.010398,0.001188,0.002238,0.021037,0.038305,0.033468,0.011717,-0.004727,0.001609,0.019842,-0.025438,-0.037113,0,cluster9
552,553,-0.033235,-0.032194,0.048223,-0.046677,0.069718,0.032181,0.013511,-0.022269,-0.059495,-0.024271,-0.003444,0.002464,-0.007322,-0.007883,-0.000547,-0.00769,-0.004882,-0.025469,0.021395,-0.009378,0,cluster12
553,554,0.003434,-0.064425,0.017735,-0.017728,-0.027116,-0.001138,0.045634,0.069766,0.025647,-0.05092,-0.012314,0.003119,0.069142,-0.012255,-0.000156,0.056802,-0.028958,0.028836,0.025924,-0.00241,0,cluster7
554,555,-0.001219,-0.018411,-0.058402,-0.074632,0.001319,-0.037013,-0.01427,0.017424,0.021311,-0.019974,-0.095542,-0.118119,-0.085845,-0.006276,0.016452,0.110223,-0.103711,-0.02809,0.046946,-0.186604,0,cluster1
555,556,-0.001265,0.03338,0.056708,-0.037704,-0.003659,-0.018975,-0.015618,0.002972,0.042848,0.005798,0.012213,-0.009873,0.021003,0.015121,-0.038446,-0.048566,-0.006099,-0.006317,0.009025,-0.021229,0,cluster9
556,557,-0.000764,-0.01062,-0.013108,0.000776,-0.000464,-0.009225,0.034119,-0.037059,0.007682,0.012286,-0.032912,0.028785,-0.005824,0.021839,0.02196,-0.028859,-0.005649,-0.036108,-0.021812,0.001033,0,cluster3
557,558,0.049804,0.010837,0.059772,-0.08095,0.003712,0.077802,0.002502,-0.042881,0.025791,0.002483,-0.042243,-0.008875,-0.021943,-0.016065,-0.010442,0.031313,-0.021655,0.057719,-0.028001,-0.028456,0,cluster11
558,559,-0.005305,-0.044117,0.020282,0.011311,0.03509,-0.008648,-0.004398,-0.001412,-0.05764,0.015195,-0.034634,0.001917,-0.036738,-0.014553,0.020633,-0.054435,0.026399,-0.00774,-0.000217,0.020523,0,cluster12
559,560,0.00198,-0.028652,-0.009221,-0.011188,-0.004988,-0.013787,-0.020109,-0.009888,-0.014451,-0.051989,-0.00725,-0.018698,0.026873,0.025307,-0.021591,-0.013044,-0.025425,-0.003293,0.026772,-0.026098,0,cluster9
560,561,-0.041426,0.017167,0.069461,-0.003513,-0.008798,-0.060466,-0.001503,0.056528,-0.00691,-0.029986,-0.021597,0.010512,0.046361,-0.000423,0.021759,0.047466,0.024242,0.012797,0.015434,-0.024951,0,cluster7
561,562,-0.001636,-0.065608,0.008614,0.032623,0.013628,-0.010411,-0.029785,-0.021447,-0.047399,0.011964,-0.052939,-0.01449,0.020374,0.039994,0.002661,-0.035989,-0.012032,-0.000682,0.003806,0.001466,0,cluster12
562,563,-0.055851,0.002573,0.065248,-0.00799,-0.026077,-0.046076,-0.009446,0.049295,0.03381,-0.016867,-0.038877,-0.033179,0.023256,0.005759,0.029607,0.029121,0.015094,0.013533,0.021943,-0.028849,0,cluster7
563,564,-0.065393,-0.140664,-0.038353,0.111378,0.055457,0.036697,-0.015545,-0.05692,0.039226,0.086305,0.019263,-0.009941,0.076394,-0.142571,-0.08734,0.09594,0.056594,0.018038,-0.161714,-0.108634,0,cluster6
564,565,0.007528,-0.044509,0.042561,-0.023777,-0.044672,-0.060622,0.043161,0.064568,0.031951,-0.012022,-0.012012,0.011205,0.027385,-0.055132,0.05655,0.073405,-0.012074,0.02445,0.020975,-0.019424,0,cluster7
565,566,0.00623,-0.029533,0.009615,0.014187,-0.000878,-0.01102,0.049317,-0.000609,0.008007,0.00518,0.015286,-0.02523,0.004562,0.023253,-0.002588,-0.030423,-0.012898,0.056351,-0.007396,-0.014532,0,cluster12
566,567,-0.015785,-0.048909,-0.029269,0.001123,-0.031181,-0.016179,-0.035275,-0.003801,0.025129,-0.022271,-0.006742,0.00286,0.031082,0.037631,0.008161,-0.021641,-0.013461,-0.015116,0.010141,-0.023476,0,cluster9
567,568,-0.019539,0.004492,0.003202,-0.00328,-0.036777,0.013873,0.017886,0.051074,0.00118,0.028418,0.006186,0.015224,0.00562,-0.00028,0.070777,0.092421,0.056088,-0.007833,0.026936,0.00363,0,cluster7
568,569,0.010375,0.031527,-0.049282,0.013207,-0.007407,-0.009125,0.004899,0.020486,0.00608,-0.016496,-0.015074,0.030086,0.012232,0.001618,0.021383,0.006228,0.0162,-0.019308,-0.009776,-0.011916,0,cluster3
569,570,-0.016791,-0.021589,-0.027311,0.011936,0.002346,-0.003264,-0.023656,-0.025105,-0.014745,0.015296,0.014558,-0.012141,0.020357,0.019791,0.047399,-0.018554,-0.020171,0.01666,-0.006497,0.005259,0,cluster3
570,571,-0.010113,0.036414,-0.019039,0.032851,0.025131,0.019362,0.010083,0.066513,0.033521,-0.060875,0.023332,0.010201,0.051014,0.038816,-0.024927,-0.036677,-0.011129,0.011059,-0.000122,0.001596,0,cluster3
571,572,0.03688,-0.005961,-0.030306,0.058548,-0.039899,-0.004316,-0.017479,-0.019468,-0.010943,-0.015158,0.068188,0.015615,0.024749,0.042918,0.016969,0.064535,0.027613,-0.011319,0.055036,-0.021926,0,cluster12
572,573,0.005373,-0.020129,-0.024582,0.033187,-0.0033,0.003066,-0.003128,0.009086,-0.044044,0.025457,-0.010538,0.010445,0.029484,-0.019277,-0.008132,0.017953,-0.003581,0.047977,-0.024412,-0.028797,0,cluster12
573,574,-0.024134,0.002207,-0.009891,0.027685,0.021015,-0.006025,0.001469,-0.020126,0.014632,-0.006789,-0.009884,-0.004259,0.036533,0.050792,0.020183,-0.043294,-0.027327,0.017712,-0.01677,-0.009024,0,cluster3
574,575,-0.002785,0.005413,-0.001338,-0.05154,0.006905,0.000427,-0.011996,0.003138,-0.038953,-0.010957,-0.018501,-0.008401,-0.013375,-0.003075,-0.008708,-0.024329,-0.003168,-0.013609,0.014919,-0.012256,0,cluster3
575,576,0.008952,0.012354,-0.008174,0.002396,0.011573,-0.003721,-0.006054,-0.024077,-0.013903,0.020424,-0.008373,0.025831,0.029879,0.006424,0.02232,-0.010241,0.021992,-0.00878,-0.038735,-0.008224,0,cluster3
576,577,0.066208,0.007695,0.038172,-0.038546,-0.043871,0.052777,-0.051304,-0.014955,-0.011625,0.009553,0.007255,0.038579,0.025743,0.019382,-0.067527,0.024552,0.030081,-0.008575,0.027113,-0.031662,0,cluster11
577,578,-0.004991,-0.00827,-0.005387,-0.030542,-0.014537,-0.020697,-0.018402,-0.040721,0.014709,-0.014097,-0.025153,-0.00295,0.043241,0.044201,0.000397,-0.030064,-0.010147,-0.01998,-0.007283,-0.021791,0,cluster9
578,579,0.003771,0.009573,0.007973,-0.010486,-0.004974,-0.039421,-0.003446,-0.005634,-0.028178,-0.023593,-0.003585,0.025804,0.038299,0.043276,-0.020291,-0.022421,-0.008847,0.003727,0.005378,-0.03647,0,cluster9
579,580,-0.021112,-0.026785,-0.033861,-0.051485,0.02382,0.0275,-0.076846,0.008489,-0.002727,-0.050987,0.009734,-0.030312,0.008905,0.014738,0.011537,0.021317,-0.016552,-0.022977,0.00096,-0.030205,0,cluster3
580,581,0.027614,0.051078,-0.013507,-0.028197,0.019604,0.018141,-0.00397,-0.003994,-0.004643,0.01252,-0.009079,0.038415,0.016648,-0.024784,0.026394,-0.007649,0.012217,-0.006982,-0.043086,0.012882,0,cluster3
581,582,-0.004773,-0.022145,0.002759,-0.027205,-0.00742,0.007989,-0.002701,-0.02165,0.009611,0.030388,-0.019088,0.010363,0.003037,0.029966,0.019373,-0.012341,-0.017929,0.003632,-0.021554,-0.00906,0,cluster3
582,583,0.078182,-0.013584,0.067226,-0.020023,-0.014628,0.031125,-0.0167,-0.03932,-0.009713,0.041245,-0.062543,-0.007904,-0.011191,0.006787,-0.025483,-0.019785,-0.02567,0.062879,-0.013189,-0.028053,0,cluster11
583,584,0.007149,-0.016836,-0.001611,0.034026,-0.022979,-0.021244,0.005926,-0.017037,-0.035476,-0.029387,0.054009,-0.023392,-0.003944,0.029513,-0.008024,0.023886,0.000137,0.025042,0.067542,-0.017196,0,cluster12
584,585,0.022549,0.024322,-0.009037,-0.013234,-0.007552,0.00208,0.012069,0.027348,-0.013574,-0.02161,-0.015607,0.011904,0.030681,0.006006,-0.01355,-0.021437,0.01039,-0.009494,0.004119,0.004159,0,cluster3
585,586,0.002304,-0.00259,-0.017917,-0.018331,0.000382,0.010675,0.030151,-0.028056,0.013,0.007803,0.016845,0.020113,-0.041779,-0.036688,0.087397,-0.007225,0.018214,-0.016956,-0.010785,0.014119,0,cluster12
586,587,-0.010412,-0.033852,-0.011375,0.002824,-0.005533,-0.005848,-0.039023,-0.051106,-0.007626,0.003546,-0.017198,-0.008999,0.036599,0.025976,0.020036,-0.010796,-0.012862,-0.001179,-0.008567,-0.014156,0,cluster3
587,588,-0.025488,-0.000783,0.003298,-0.016527,0.025658,0.003812,0.013687,-0.009737,0.000583,-0.025852,0.017035,0.013321,-0.010651,0.04085,0.007983,-0.013034,0.012826,-0.023894,0.019591,-0.019593,0,cluster3
588,589,-0.034168,0.019031,-0.007316,-0.015068,-0.009844,0.007377,0.016635,0.053325,-0.006436,0.009122,-0.018785,0.008625,0.024497,0.001035,0.060732,0.070391,0.048069,-0.027879,0.010034,0.010044,0,cluster7
